,pred,truth
322,4.086436,5.0
323,4.086436,5.0
324,4.086436,5.0
325,2.9197834,5.0
326,2.9197834,4.0
327,2.9197834,5.0
328,2.684314,5.0
329,2.684314,5.0
330,2.684314,5.0
331,3.685137,3.0
332,3.685137,2.0
333,3.685137,4.0
334,3.5881283,5.0
335,3.5881283,4.0
336,3.5881283,5.0
337,3.796239,4.0
338,3.796239,3.0
339,3.796239,4.0
340,3.9827008,3.0
341,3.9827008,4.0
342,3.9827008,3.0
343,3.6562786,2.0
344,3.6562786,4.0
345,3.6562786,2.0
346,3.9826398,3.0
347,3.9826398,2.0
348,3.9826398,3.0
349,3.8371475,5.0
350,3.8371475,2.0
351,3.8371475,5.0
352,3.856433,5.0
353,3.856433,2.0
354,3.856433,5.0
355,4.2822266,4.0
356,4.2822266,3.0
357,4.2822266,4.0
358,3.625167,5.0
359,3.625167,4.0
360,3.625167,5.0
361,4.296064,3.0
362,4.296064,4.0
363,4.296064,3.0
364,3.5066988,5.0
365,3.5066988,2.0
366,3.5066988,5.0
367,2.9017522,3.0
368,2.9017522,4.0
369,2.9017522,3.0
370,4.4407625,3.0
371,4.4407625,3.0
372,4.4407625,3.0
373,4.3034654,5.0
374,4.3034654,2.0
375,4.3034654,5.0
376,4.0987825,5.0
377,4.0987825,4.0
378,4.0987825,5.0
379,3.2034204,5.0
380,3.2034204,2.0
381,3.2034204,5.0
382,3.0683644,3.0
383,3.0683644,2.0
384,3.0683644,2.0
385,4.5585513,5.0
386,4.5585513,3.0
387,4.5585513,5.0
388,3.8222592,3.0
389,3.8222592,3.0
390,3.8222592,4.0
391,3.0995884,3.0
392,3.0995884,4.0
393,3.0995884,3.0
394,4.1444006,3.0
395,4.1444006,3.0
396,4.1444006,3.0
397,4.169024,5.0
398,4.169024,3.0
399,4.169024,5.0
400,4.596349,4.0
401,4.596349,3.0
402,4.596349,5.0
403,4.1112285,3.0
404,4.1112285,5.0
405,4.1112285,3.0
406,3.454426,5.0
407,3.454426,4.0
408,3.454426,5.0
409,3.000457,3.0
410,3.000457,4.0
411,3.000457,4.0
412,4.1634254,5.0
413,4.1634254,5.0
414,4.1634254,5.0
415,3.1677558,2.0
416,3.1677558,1.0
417,3.1677558,3.0
418,3.9544177,4.0
419,3.9544177,3.0
420,3.9544177,5.0
421,3.1127558,2.0
422,3.1127558,2.0
423,3.1127558,3.0
424,4.3674884,3.0
425,4.3674884,4.0
426,4.3674884,5.0
427,3.5112846,3.0
428,3.5112846,2.0
429,3.5112846,5.0
430,4.5590267,5.0
431,4.5590267,1.0
432,4.5590267,5.0
433,4.1573467,5.0
434,4.1573467,3.0
435,4.1573467,5.0
436,3.4182804,5.0
437,3.4182804,1.0
438,3.4182804,5.0
439,4.1996427,4.0
440,4.1996427,4.0
441,4.1996427,4.0
442,3.5816798,3.0
443,3.5816798,2.0
444,3.5816798,3.0
445,4.0278378,5.0
446,4.0278378,2.0
447,4.0278378,5.0
448,4.137639,5.0
449,4.137639,3.0
450,4.137639,5.0
451,3.3657649,4.0
452,3.3657649,5.0
453,3.3657649,5.0
454,4.0152135,3.0
455,4.0152135,4.0
456,4.0152135,5.0
457,3.3134046,1.0
458,3.3134046,2.0
459,4.3930464,5.0
460,4.3930464,4.0
461,3.2955458,3.0
462,3.2955458,5.0
463,4.2003336,5.0
464,4.2003336,5.0
465,4.26145,4.0
466,4.26145,4.0
467,4.1667714,5.0
468,4.1667714,5.0
469,4.336233,5.0
470,4.336233,4.0
471,3.9911726,4.0
472,3.9911726,5.0
473,4.6545963,5.0
474,4.6545963,4.0
475,3.4824464,4.0
476,3.4824464,3.0
477,2.6207545,4.0
478,2.6207545,5.0
479,3.748286,5.0
480,3.748286,5.0
481,4.280454,5.0
482,4.280454,5.0
483,4.179314,3.0
484,4.179314,4.0
485,4.4157567,5.0
486,4.4157567,5.0
487,4.3344297,5.0
488,4.3344297,4.0
489,4.3853917,5.0
490,4.3853917,5.0
491,3.673542,5.0
492,3.673542,3.0
493,4.0254197,5.0
494,4.0254197,5.0
495,3.9826398,3.0
496,3.9826398,4.0
497,3.4077835,3.0
498,3.4077835,4.0
499,3.9226463,1.0
500,3.9226463,2.0
501,3.7423499,5.0
502,3.7423499,3.0
503,3.7984018,5.0
504,3.7984018,4.0
505,4.5482764,5.0
506,4.5482764,5.0
507,3.7063541,5.0
508,3.7063541,5.0
509,3.8217404,4.0
510,3.8217404,5.0
511,3.5596778,5.0
512,3.5596778,4.0
513,4.494483,5.0
514,4.494483,5.0
515,4.1956496,5.0
516,4.1956496,4.0
517,3.6302302,4.0
518,3.6302302,3.0
519,3.4797018,5.0
520,3.4797018,5.0
521,3.4021506,5.0
522,3.4021506,4.0
523,4.1281424,4.0
524,4.1281424,5.0
525,3.963561,5.0
526,3.963561,4.0
527,4.3177924,5.0
528,4.3177924,4.0
529,4.179915,5.0
530,4.179915,4.0
531,3.6407442,4.0
532,3.6407442,4.0
533,2.9485016,1.0
534,2.9485016,1.0
535,4.3722377,5.0
536,4.3722377,5.0
537,4.0576453,5.0
538,4.0576453,5.0
539,3.362183,5.0
540,3.362183,5.0
541,4.5117507,5.0
542,4.5117507,4.0
543,3.6429932,5.0
544,3.6429932,5.0
545,3.5185757,5.0
546,3.5185757,4.0
547,4.075774,5.0
548,4.075774,4.0
549,3.882502,5.0
550,3.882502,5.0
551,4.4097676,5.0
552,4.4097676,5.0
553,4.2252283,5.0
554,4.2252283,5.0
555,3.9166446,5.0
556,3.9166446,5.0
557,4.1560574,5.0
558,4.1560574,5.0
559,3.2024684,2.0
560,3.2024684,1.0
561,3.7916434,4.0
562,3.7916434,4.0
563,3.4500716,5.0
564,3.4500716,3.0
565,4.637773,5.0
566,4.637773,5.0
567,4.0278378,5.0
568,4.0278378,4.0
569,3.5319593,3.0
570,3.5319593,2.0
571,3.4201002,4.0
572,3.4201002,4.0
573,4.073471,5.0
574,4.073471,4.0
575,4.5721016,5.0
576,4.5721016,5.0
577,3.8505955,3.0
578,3.8505955,3.0
579,3.948796,4.0
580,3.948796,2.0
581,3.948796,4.0
582,3.7243683,3.0
583,3.7243683,3.0
584,3.7243683,3.0
585,4.155761,4.0
586,4.155761,2.0
587,4.155761,4.0
588,4.299292,4.0
589,4.299292,3.0
590,4.299292,4.0
591,4.4856114,4.0
592,4.4856114,3.0
593,4.4856114,4.0
594,4.3210897,4.0
595,4.3210897,3.0
596,4.3210897,4.0
597,4.280454,4.0
598,4.280454,4.0
599,4.280454,4.0
600,4.2081027,5.0
601,4.2081027,4.0
602,4.2081027,4.0
603,4.227861,4.0
604,4.227861,3.0
605,4.227861,4.0
606,4.1106505,4.0
607,4.1106505,2.0
608,4.1106505,4.0
609,4.046597,4.0
610,4.046597,3.0
611,4.046597,4.0
612,4.0258746,2.0
613,4.0258746,3.0
614,4.0258746,4.0
615,4.03842,4.0
616,4.03842,4.0
617,4.03842,4.0
618,4.5036635,5.0
619,4.5036635,4.0
620,4.5036635,4.0
621,4.0634475,4.0
622,4.0634475,4.0
623,4.0634475,4.0
624,3.81789,4.0
625,3.81789,3.0
626,3.81789,3.0
627,4.01281,5.0
628,4.01281,3.0
629,4.01281,4.0
630,4.580624,4.0
631,4.580624,4.0
632,4.580624,4.0
633,3.3874466,3.0
634,3.3874466,4.0
635,3.3874466,4.0
636,3.3509872,3.0
637,3.3509872,2.0
638,3.3509872,3.0
639,3.5446994,3.0
640,3.5446994,2.0
641,3.5446994,4.0
642,4.100454,5.0
643,4.100454,5.0
644,4.100454,4.0
645,3.5270698,3.0
646,3.5270698,3.0
647,3.5270698,4.0
648,4.162152,4.0
649,4.162152,3.0
650,4.162152,4.0
651,3.3851871,3.0
652,3.3851871,3.0
653,3.3851871,4.0
654,4.2574,3.0
655,4.2574,4.0
656,4.2574,4.0
657,4.4254417,4.0
658,4.4254417,3.0
659,4.4254417,4.0
660,3.0327067,2.0
661,3.0327067,1.0
662,3.0327067,3.0
663,3.4413016,3.0
664,3.4413016,1.0
665,3.4413016,1.0
666,3.4183857,3.0
667,3.4183857,2.0
668,3.4183857,3.0
669,3.7134104,3.0
670,3.7134104,2.0
671,3.7134104,3.0
672,3.5288029,3.0
673,3.5288029,2.0
674,3.5288029,3.0
675,3.8948119,3.0
676,3.8948119,3.0
677,3.8948119,4.0
678,4.035961,4.0
679,4.035961,2.0
680,4.035961,4.0
681,2.208785,3.0
682,2.208785,1.0
683,2.208785,4.0
684,3.5901654,3.0
685,3.5901654,3.0
686,3.5901654,3.0
687,3.4032714,3.0
688,3.4032714,2.0
689,3.4032714,3.0
690,3.0265467,3.0
691,3.0265467,2.0
692,3.0265467,2.0
693,3.4633644,2.0
694,3.4633644,3.0
695,3.4633644,4.0
696,4.2588553,4.0
697,4.2588553,4.0
698,4.2588553,4.0
699,4.256966,3.0
700,4.256966,3.0
701,4.256966,4.0
702,3.4233713,3.0
703,3.4233713,2.0
704,3.4233713,4.0
705,3.6770635,3.0
706,3.6770635,2.0
707,3.6770635,3.0
708,3.9548721,3.0
709,3.9548721,4.0
710,3.9548721,4.0
711,3.7676532,3.0
712,3.7676532,3.0
713,3.7676532,4.0
714,4.205609,4.0
715,4.205609,3.0
716,4.205609,4.0
717,3.4678848,4.0
718,3.4678848,2.0
719,3.4678848,3.0
720,4.1574903,5.0
721,4.1574903,5.0
722,3.9394143,3.0
723,3.9394143,5.0
724,3.098584,3.0
725,3.098584,3.0
726,3.7178407,2.0
727,3.7178407,5.0
728,3.234713,3.0
729,3.234713,4.0
730,2.7073798,1.0
731,2.7073798,1.0
732,4.5230284,5.0
733,4.5230284,5.0
734,4.3615794,5.0
735,4.3615794,5.0
736,4.3069563,5.0
737,4.3069563,5.0
738,4.206317,5.0
739,4.206317,4.0
740,4.6495476,4.0
741,4.6495476,5.0
742,3.5628812,3.0
743,3.5628812,5.0
744,4.414559,5.0
745,4.414559,3.0
746,4.1038055,4.0
747,4.1038055,5.0
748,4.6545963,5.0
749,4.6545963,5.0
750,3.8044467,2.0
751,3.8044467,1.0
752,3.8055894,2.0
753,3.8055894,2.0
754,4.3173547,4.0
755,4.3173547,5.0
756,4.179314,4.0
757,4.179314,5.0
758,3.1822252,5.0
759,3.1822252,2.0
760,3.9265134,5.0
761,3.9265134,5.0
762,3.8708394,3.0
763,3.8708394,5.0
764,4.227861,5.0
765,4.227861,5.0
766,4.4536424,5.0
767,4.4536424,5.0
768,3.8862247,3.0
769,3.8862247,2.0
770,3.908997,3.0
771,3.908997,2.0
772,3.673542,2.0
773,3.673542,4.0
774,3.058691,5.0
775,3.058691,4.0
776,4.355491,5.0
777,4.355491,5.0
778,3.523199,3.0
779,3.523199,2.0
780,4.1864095,5.0
781,4.1864095,3.0
782,4.0655756,5.0
783,4.0655756,5.0
784,3.8256254,3.0
785,3.8256254,2.0
786,4.19171,5.0
787,4.19171,5.0
788,3.67212,5.0
789,3.67212,3.0
790,3.6914055,2.0
791,3.6914055,2.0
792,3.555187,1.0
793,3.555187,2.0
794,4.400671,5.0
795,4.400671,5.0
796,3.4674783,4.0
797,3.4674783,2.0
798,4.1956496,5.0
799,4.1956496,5.0
800,3.5936162,3.0
801,3.5936162,3.0
802,3.4681554,3.0
803,3.4681554,3.0
804,4.3818345,5.0
805,4.3818345,5.0
806,4.3658285,5.0
807,4.3658285,5.0
808,4.0000854,5.0
809,4.0000854,4.0
810,4.260113,5.0
811,4.260113,5.0
812,4.3541236,5.0
813,4.3541236,5.0
814,4.0883923,5.0
815,4.0883923,5.0
816,4.596349,4.0
817,4.596349,5.0
818,3.4362342,3.0
819,3.4362342,5.0
820,4.630136,5.0
821,4.630136,5.0
822,3.8475356,5.0
823,3.8475356,2.0
824,4.477059,5.0
825,4.477059,5.0
826,3.842291,3.0
827,3.842291,4.0
828,3.4183857,4.0
829,3.4183857,2.0
830,2.985276,1.0
831,2.985276,1.0
832,3.6318583,5.0
833,3.6318583,5.0
834,3.4266737,3.0
835,3.4266737,2.0
836,4.035961,5.0
837,4.035961,4.0
838,3.0949657,3.0
839,3.0949657,2.0
840,4.652764,5.0
841,4.652764,5.0
842,4.5452237,3.0
843,4.5452237,3.0
844,3.9070277,4.0
845,3.9070277,5.0
846,3.948719,2.0
847,3.948719,5.0
848,4.108437,3.0
849,4.108437,3.0
850,3.6952434,5.0
851,3.6952434,5.0
852,4.3946385,4.0
853,4.3946385,3.0
854,4.637773,5.0
855,4.637773,5.0
856,4.4874296,5.0
857,4.4874296,5.0
858,3.736792,2.0
859,3.736792,5.0
860,3.5410347,2.0
861,3.5410347,5.0
862,2.5416152,1.0
863,2.5416152,4.0
864,3.380435,5.0
865,3.380435,2.0
866,4.1574903,5.0
867,4.1574903,5.0
868,4.1574903,5.0
869,4.001196,3.0
870,4.001196,4.0
871,4.001196,3.0
872,4.126452,4.0
873,4.126452,5.0
874,4.126452,5.0
875,3.4536097,4.0
876,3.4536097,3.0
877,3.4536097,3.0
878,4.096511,5.0
879,4.096511,5.0
880,4.096511,4.0
881,3.5059123,1.0
882,3.5059123,3.0
883,3.5059123,1.0
884,3.866122,4.0
885,3.866122,4.0
886,3.866122,4.0
887,3.9457562,4.0
888,3.9457562,5.0
889,3.9457562,4.0
890,3.271822,4.0
891,3.271822,2.0
892,3.271822,4.0
893,4.3069563,5.0
894,4.3069563,4.0
895,4.3069563,4.0
896,4.3542476,5.0
897,4.3542476,5.0
898,4.3542476,5.0
899,3.51997,3.0
900,3.51997,3.0
901,3.51997,5.0
902,2.8104649,2.0
903,2.8104649,2.0
904,2.8104649,3.0
905,4.4857464,5.0
906,4.4857464,4.0
907,4.4857464,3.0
908,3.8537157,5.0
909,3.8537157,4.0
910,3.8537157,4.0
911,4.203343,5.0
912,4.203343,5.0
913,4.203343,4.0
914,4.0103617,5.0
915,4.0103617,5.0
916,4.0103617,5.0
917,3.4824464,4.0
918,3.4824464,4.0
919,3.4824464,3.0
920,3.0993311,2.0
921,3.0993311,3.0
922,3.0993311,4.0
923,3.8044467,2.0
924,3.8044467,1.0
925,3.8044467,2.0
926,4.1389194,5.0
927,4.1389194,4.0
928,4.1389194,4.0
929,3.0377598,2.0
930,3.0377598,2.0
931,3.0377598,3.0
932,4.4570594,5.0
933,4.4570594,5.0
934,4.4570594,4.0
935,3.688156,5.0
936,3.688156,5.0
937,3.688156,4.0
938,4.445601,5.0
939,4.445601,5.0
940,4.445601,5.0
941,4.4844832,5.0
942,4.4844832,4.0
943,4.4844832,4.0
944,2.8026202,2.0
945,2.8026202,2.0
946,2.8026202,2.0
947,4.3745985,5.0
948,4.3745985,5.0
949,4.3745985,4.0
950,4.5482764,5.0
951,4.5482764,4.0
952,4.5482764,4.0
953,3.3572984,5.0
954,3.3572984,4.0
955,3.3572984,4.0
956,4.3637247,5.0
957,4.3637247,4.0
958,4.3637247,5.0
959,3.61639,4.0
960,3.61639,5.0
961,3.61639,5.0
962,3.875402,4.0
963,3.875402,5.0
964,3.875402,5.0
965,3.7615905,5.0
966,3.7615905,3.0
967,3.7615905,5.0
968,3.448562,4.0
969,3.448562,4.0
970,3.448562,4.0
971,3.8818786,4.0
972,3.8818786,5.0
973,3.8818786,5.0
974,4.3712325,5.0
975,4.3712325,4.0
976,4.3712325,4.0
977,4.41477,5.0
978,4.41477,5.0
979,4.41477,4.0
980,4.3644753,4.0
981,4.3644753,4.0
982,4.3644753,4.0
983,4.4909306,5.0
984,4.4909306,4.0
985,4.4909306,4.0
986,2.743982,3.0
987,2.743982,3.0
988,2.743982,3.0
989,3.273456,3.0
990,3.273456,3.0
991,3.273456,3.0
992,4.111167,4.0
993,4.111167,3.0
994,4.111167,4.0
995,4.162152,4.0
996,4.162152,2.0
997,4.162152,4.0
998,4.249509,5.0
999,4.249509,5.0
1000,4.249509,4.0
1001,2.7322643,4.0
1002,2.7322643,5.0
1003,2.7322643,5.0
1004,4.24794,3.0
1005,4.24794,5.0
1006,4.24794,1.0
1007,4.558862,5.0
1008,4.558862,5.0
1009,4.558862,4.0
1010,3.9821131,4.0
1011,3.9821131,4.0
1012,3.9821131,5.0
1013,4.0861073,5.0
1014,4.0861073,5.0
1015,4.0861073,4.0
1016,3.4812906,4.0
1017,3.4812906,3.0
1018,3.4812906,3.0
1019,4.2252283,5.0
1020,4.2252283,5.0
1021,4.2252283,5.0
1022,2.5525465,3.0
1023,2.5525465,2.0
1024,2.5525465,2.0
1025,3.0265467,1.0
1026,3.0265467,1.0
1027,3.0265467,1.0
1028,3.1957712,2.0
1029,3.1957712,2.0
1030,3.1957712,3.0
1031,4.307746,4.0
1032,4.307746,2.0
1033,4.307746,4.0
1034,3.8883252,3.0
1035,3.8883252,4.0
1036,3.8883252,4.0
1037,2.9975977,3.0
1038,2.9975977,3.0
1039,2.9975977,3.0
1040,4.379457,3.0
1041,4.379457,4.0
1042,4.379457,4.0
1043,3.6770635,3.0
1044,3.6770635,3.0
1045,3.6770635,3.0
1046,3.0933208,3.0
1047,3.0933208,2.0
1048,3.0933208,1.0
1049,3.271822,3.0
1050,3.271822,2.0
1051,3.271822,2.0
1052,3.8874598,3.0
1053,3.8874598,1.0
1054,3.8874598,1.0
1055,3.599144,3.0
1056,3.599144,2.0
1057,3.599144,2.0
1058,4.4644356,4.0
1059,4.4644356,4.0
1060,4.4644356,3.0
1061,4.4883246,5.0
1062,4.4883246,4.0
1063,4.4883246,4.0
1064,4.4444494,5.0
1065,4.4444494,4.0
1066,4.4444494,5.0
1067,3.564719,2.0
1068,3.564719,2.0
1069,3.564719,2.0
1070,4.3870716,5.0
1071,4.3870716,5.0
1072,4.3870716,5.0
1073,3.2628446,4.0
1074,3.2628446,2.0
1075,3.2628446,3.0
1076,3.4886436,3.0
1077,3.4886436,2.0
1078,3.4886436,3.0
1079,3.685137,1.0
1080,3.685137,2.0
1081,3.685137,2.0
1082,4.0993485,3.0
1083,4.0993485,2.0
1084,4.0993485,2.0
1085,3.2005174,3.0
1086,3.2005174,2.0
1087,3.2005174,3.0
1088,4.0433574,5.0
1089,4.0433574,3.0
1090,4.0433574,3.0
1091,4.4699817,4.0
1092,4.4699817,4.0
1093,4.4699817,4.0
1094,3.653209,3.0
1095,3.653209,2.0
1096,3.653209,1.0
1097,4.12465,4.0
1098,4.12465,4.0
1099,4.12465,4.0
1100,4.5932207,5.0
1101,4.5932207,4.0
1102,4.5932207,4.0
1103,3.8256254,5.0
1104,3.8256254,3.0
1105,3.8256254,3.0
1106,2.8026202,2.0
1107,2.8026202,2.0
1108,2.8026202,2.0
1109,4.2033,4.0
1110,4.2033,5.0
1111,4.2033,4.0
1112,4.5431085,5.0
1113,4.5431085,4.0
1114,4.5431085,5.0
1115,4.402825,4.0
1116,4.402825,3.0
1117,4.402825,3.0
1118,4.2978425,5.0
1119,4.2978425,3.0
1120,4.2978425,3.0
1121,3.7615905,3.0
1122,3.7615905,2.0
1123,3.7615905,3.0
1124,4.3034654,3.0
1125,4.3034654,4.0
1126,4.3034654,5.0
1127,3.5070744,2.0
1128,3.5070744,2.0
1129,3.5070744,2.0
1130,4.156751,4.0
1131,4.156751,3.0
1132,4.156751,3.0
1133,3.750154,2.0
1134,3.750154,2.0
1135,3.750154,3.0
1136,4.2632117,5.0
1137,4.2632117,4.0
1138,4.2632117,4.0
1139,3.4768436,3.0
1140,3.4768436,2.0
1141,3.4768436,3.0
1142,4.3541236,5.0
1143,4.3541236,4.0
1144,4.3541236,4.0
1145,4.4038997,2.0
1146,4.4038997,4.0
1147,4.4038997,3.0
1148,4.1224427,3.0
1149,4.1224427,3.0
1150,4.1224427,4.0
1151,3.8475356,4.0
1152,3.8475356,2.0
1153,3.8475356,3.0
1154,4.2279496,3.0
1155,4.2279496,3.0
1156,4.2279496,3.0
1157,4.803856,5.0
1158,4.803856,4.0
1159,4.803856,4.0
1160,3.100211,1.0
1161,3.100211,1.0
1162,3.100211,2.0
1163,4.6303086,4.0
1164,4.6303086,2.0
1165,4.6303086,4.0
1166,4.4944997,5.0
1167,4.4944997,5.0
1168,4.4944997,4.0
1169,2.6211545,3.0
1170,2.6211545,2.0
1171,2.6211545,2.0
1172,4.1258335,3.0
1173,4.1258335,3.0
1174,4.1258335,3.0
1175,3.1677558,1.0
1176,3.1677558,2.0
1177,3.1677558,2.0
1178,3.532007,3.0
1179,3.532007,2.0
1180,3.532007,3.0
