,pred,truth
439,4.2959785,2.0
440,4.2959785,3.0
441,4.351062,5.0
442,4.351062,2.0
443,4.351062,5.0
444,3.909088,5.0
445,3.909088,3.0
446,3.909088,5.0
447,2.957017,4.0
448,2.957017,5.0
449,2.957017,5.0
450,3.0857823,3.0
451,3.0857823,4.0
452,3.0857823,5.0
453,2.6762016,1.0
454,2.6762016,2.0
455,4.398429,5.0
456,4.398429,4.0
457,3.677075,3.0
458,3.677075,5.0
459,4.2628126,5.0
460,4.2628126,5.0
461,4.610064,4.0
462,4.610064,4.0
463,4.4107037,5.0
464,4.4107037,5.0
465,4.444175,5.0
466,4.444175,4.0
467,3.6307333,4.0
468,3.6307333,5.0
469,4.6311545,5.0
470,4.6311545,4.0
471,3.3623044,4.0
472,3.3623044,3.0
473,2.2340477,4.0
474,2.2340477,5.0
475,3.9487097,5.0
476,3.9487097,5.0
477,4.640247,5.0
478,4.640247,5.0
479,4.101197,3.0
480,4.101197,4.0
481,4.679527,5.0
482,4.679527,5.0
483,4.5497036,5.0
484,4.5497036,4.0
485,3.6928957,5.0
486,3.6928957,3.0
487,4.3065085,5.0
488,4.3065085,5.0
489,4.564381,3.0
490,4.564381,4.0
491,3.4631774,3.0
492,3.4631774,4.0
493,3.957078,1.0
494,3.957078,2.0
495,3.578902,5.0
496,3.578902,3.0
497,4.69388,5.0
498,4.69388,4.0
499,3.5387347,5.0
500,3.5387347,4.0
501,4.691583,5.0
502,4.691583,5.0
503,3.7678585,5.0
504,3.7678585,5.0
505,4.559467,5.0
506,4.559467,4.0
507,3.33788,4.0
508,3.33788,5.0
509,3.154865,5.0
510,3.154865,4.0
511,4.577246,5.0
512,4.577246,5.0
513,4.6543055,5.0
514,4.6543055,4.0
515,3.6584415,4.0
516,3.6584415,3.0
517,3.1671233,5.0
518,3.1671233,5.0
519,2.3153167,5.0
520,2.3153167,4.0
521,4.294696,4.0
522,4.294696,5.0
523,3.7215137,5.0
524,3.7215137,4.0
525,4.247939,5.0
526,4.247939,4.0
527,3.7343433,4.0
528,3.7343433,4.0
529,2.8251834,1.0
530,2.8251834,1.0
531,4.4865766,5.0
532,4.4865766,5.0
533,3.3759384,5.0
534,3.3759384,5.0
535,4.695281,5.0
536,4.695281,4.0
537,3.6687891,5.0
538,3.6687891,5.0
539,3.5220208,5.0
540,3.5220208,4.0
541,3.865885,5.0
542,3.865885,4.0
543,3.416733,5.0
544,3.416733,5.0
545,4.684904,5.0
546,4.684904,5.0
547,4.0455494,5.0
548,4.0455494,5.0
549,4.480191,5.0
550,4.480191,5.0
551,4.0002623,5.0
552,4.0002623,5.0
553,3.2183983,2.0
554,3.2183983,1.0
555,4.1885114,4.0
556,4.1885114,4.0
557,3.1660943,5.0
558,3.1660943,3.0
559,4.708744,5.0
560,4.708744,5.0
561,4.351062,5.0
562,4.351062,4.0
563,3.144572,3.0
564,3.144572,2.0
565,2.9269028,4.0
566,2.9269028,4.0
567,3.7484162,5.0
568,3.7484162,4.0
569,4.603857,5.0
570,4.603857,5.0
571,3.8684785,3.0
572,3.8684785,3.0
573,3.740119,4.0
574,3.740119,2.0
575,3.740119,4.0
576,3.4775035,3.0
577,3.4775035,3.0
578,3.4775035,3.0
579,3.9379642,4.0
580,3.9379642,2.0
581,3.9379642,4.0
582,4.530121,4.0
583,4.530121,3.0
584,4.530121,4.0
585,4.6955986,4.0
586,4.6955986,3.0
587,4.6955986,4.0
588,4.4982247,4.0
589,4.4982247,3.0
590,4.4982247,4.0
591,4.640247,4.0
592,4.640247,4.0
593,4.640247,4.0
594,4.613252,5.0
595,4.613252,4.0
596,4.613252,4.0
597,4.4422483,5.0
598,4.4422483,4.0
599,4.4422483,4.0
600,4.6523876,4.0
601,4.6523876,3.0
602,4.6523876,4.0
603,4.6175814,4.0
604,4.6175814,2.0
605,4.6175814,4.0
606,3.9006464,4.0
607,3.9006464,3.0
608,3.9006464,4.0
609,4.244291,2.0
610,4.244291,3.0
611,4.244291,4.0
612,4.616267,4.0
613,4.616267,4.0
614,4.616267,4.0
615,4.5651383,5.0
616,4.5651383,4.0
617,4.5651383,4.0
618,4.3250213,4.0
619,4.3250213,4.0
620,4.3250213,4.0
621,3.6450803,4.0
622,3.6450803,3.0
623,3.6450803,3.0
624,4.255891,5.0
625,4.255891,3.0
626,4.255891,4.0
627,3.2352104,3.0
628,3.2352104,3.0
629,3.2352104,4.0
630,4.677979,4.0
631,4.677979,4.0
632,4.677979,4.0
633,2.886888,3.0
634,2.886888,4.0
635,2.886888,4.0
636,3.9724882,3.0
637,3.9724882,2.0
638,3.9724882,3.0
639,3.552824,3.0
640,3.552824,2.0
641,3.552824,4.0
642,4.680169,5.0
643,4.680169,5.0
644,4.680169,4.0
645,3.110953,3.0
646,3.110953,3.0
647,3.110953,4.0
648,3.7912834,4.0
649,3.7912834,3.0
650,3.7912834,4.0
651,3.2388098,3.0
652,3.2388098,3.0
653,3.2388098,4.0
654,4.3008447,3.0
655,4.3008447,4.0
656,4.3008447,4.0
657,4.420869,4.0
658,4.420869,3.0
659,4.420869,4.0
660,2.4941478,2.0
661,2.4941478,1.0
662,2.4941478,3.0
663,3.0441604,3.0
664,3.0441604,1.0
665,3.0441604,1.0
666,3.2689552,3.0
667,3.2689552,2.0
668,3.2689552,3.0
669,3.7793415,3.0
670,3.7793415,2.0
671,3.7793415,3.0
672,3.054633,3.0
673,3.054633,2.0
674,3.054633,3.0
675,4.359073,3.0
676,4.359073,3.0
677,4.359073,4.0
678,4.2259903,4.0
679,4.2259903,2.0
680,4.2259903,4.0
681,2.0849333,3.0
682,2.0849333,1.0
683,2.0849333,4.0
684,3.3805745,3.0
685,3.3805745,3.0
686,3.3805745,3.0
687,3.5925496,3.0
688,3.5925496,2.0
689,3.5925496,3.0
690,2.5134804,3.0
691,2.5134804,2.0
692,2.5134804,2.0
693,2.7884543,4.0
694,2.7884543,2.0
695,2.7884543,3.0
696,3.7895255,2.0
697,3.7895255,3.0
698,3.7895255,4.0
699,4.318982,4.0
700,4.318982,4.0
701,4.318982,4.0
702,4.6069884,3.0
703,4.6069884,3.0
704,4.6069884,4.0
705,3.8613524,4.0
706,3.8613524,3.0
707,3.8613524,4.0
708,3.2679622,3.0
709,3.2679622,2.0
710,3.2679622,4.0
711,3.4783642,3.0
712,3.4783642,2.0
713,3.4783642,3.0
714,4.4700747,3.0
715,4.4700747,4.0
716,4.4700747,4.0
717,3.142138,3.0
718,3.142138,3.0
719,3.142138,4.0
720,4.4777107,4.0
721,4.4777107,3.0
722,4.4777107,4.0
723,3.2582633,4.0
724,3.2582633,2.0
725,3.2582633,3.0
726,4.450738,5.0
727,4.450738,5.0
728,4.031722,3.0
729,4.031722,5.0
730,3.132385,3.0
731,3.132385,3.0
732,3.110854,2.0
733,3.110854,5.0
734,3.2467697,3.0
735,3.2467697,4.0
736,4.6532845,5.0
737,4.6532845,5.0
738,4.701947,5.0
739,4.701947,5.0
740,4.59251,5.0
741,4.59251,5.0
742,4.416893,5.0
743,4.416893,4.0
744,4.6686687,4.0
745,4.6686687,5.0
746,3.8753874,3.0
747,3.8753874,5.0
748,4.4108047,5.0
749,4.4108047,3.0
750,4.4934278,4.0
751,4.4934278,5.0
752,4.6311545,5.0
753,4.6311545,5.0
754,3.3624482,2.0
755,3.3624482,1.0
756,3.6301787,2.0
757,3.6301787,2.0
758,4.388416,4.0
759,4.388416,5.0
760,4.101197,4.0
761,4.101197,5.0
762,2.8561518,5.0
763,2.8561518,2.0
764,4.3272347,5.0
765,4.3272347,5.0
766,4.164212,3.0
767,4.164212,5.0
768,4.6523876,5.0
769,4.6523876,5.0
770,4.647077,5.0
771,4.647077,5.0
772,3.7325144,3.0
773,3.7325144,2.0
774,3.8516557,3.0
775,3.8516557,2.0
776,3.6928957,2.0
777,3.6928957,4.0
778,2.7672205,5.0
779,2.7672205,4.0
780,4.5014386,5.0
781,4.5014386,5.0
782,3.3133945,3.0
783,3.3133945,2.0
784,4.1679034,5.0
785,4.1679034,3.0
786,4.57108,5.0
787,4.57108,5.0
788,4.2995286,5.0
789,4.2995286,5.0
790,3.685447,3.0
791,3.685447,2.0
792,3.2619267,2.0
793,3.2619267,2.0
794,3.3741689,1.0
795,3.3741689,2.0
796,4.65677,5.0
797,4.65677,5.0
798,3.2683935,4.0
799,3.2683935,2.0
800,4.6543055,5.0
801,4.6543055,5.0
802,3.8128219,3.0
803,3.8128219,3.0
804,3.7366855,3.0
805,3.7366855,3.0
806,4.647953,5.0
807,4.647953,5.0
808,4.578263,5.0
809,4.578263,5.0
810,4.6516576,5.0
811,4.6516576,5.0
812,4.6566224,5.0
813,4.6566224,5.0
814,4.310321,5.0
815,4.310321,4.0
816,4.562085,5.0
817,4.562085,5.0
818,4.712133,5.0
819,4.712133,5.0
820,4.564479,5.0
821,4.564479,5.0
822,4.6260147,4.0
823,4.6260147,5.0
824,3.0497196,3.0
825,3.0497196,5.0
826,3.5784798,5.0
827,3.5784798,2.0
828,4.6462417,5.0
829,4.6462417,5.0
830,3.7288609,3.0
831,3.7288609,4.0
832,3.2689552,4.0
833,3.2689552,2.0
834,2.3075638,1.0
835,2.3075638,1.0
836,4.0345745,5.0
837,4.0345745,5.0
838,3.6657236,3.0
839,3.6657236,2.0
840,4.2259903,5.0
841,4.2259903,4.0
842,2.8242667,3.0
843,2.8242667,2.0
844,4.696346,5.0
845,4.696346,5.0
846,4.493936,3.0
847,4.493936,3.0
848,4.3632293,4.0
849,4.3632293,5.0
850,3.3870997,2.0
851,3.3870997,5.0
852,4.016331,3.0
853,4.016331,3.0
854,3.7706616,5.0
855,3.7706616,5.0
856,3.8719378,4.0
857,3.8719378,3.0
858,4.708744,5.0
859,4.708744,5.0
860,2.6279514,2.0
861,2.6279514,5.0
862,3.3037553,2.0
863,3.3037553,5.0
864,2.6552217,1.0
865,2.6552217,4.0
866,3.0438893,5.0
867,3.0438893,2.0
868,2.2655392,1.0
869,2.2655392,1.0
870,4.450738,5.0
871,4.450738,5.0
872,4.450738,5.0
873,3.6604495,3.0
874,3.6604495,4.0
875,3.6604495,3.0
876,4.065587,4.0
877,4.065587,5.0
878,4.065587,5.0
879,3.8477316,4.0
880,3.8477316,3.0
881,3.8477316,3.0
882,4.400969,5.0
883,4.400969,5.0
884,4.400969,4.0
885,3.0610497,1.0
886,3.0610497,3.0
887,3.0610497,1.0
888,3.81571,4.0
889,3.81571,4.0
890,3.81571,4.0
891,3.8081853,4.0
892,3.8081853,5.0
893,3.8081853,4.0
894,3.018512,4.0
895,3.018512,2.0
896,3.018512,4.0
897,4.59251,5.0
898,4.59251,4.0
899,4.59251,4.0
900,4.5868707,5.0
901,4.5868707,5.0
902,4.5868707,5.0
903,3.1998458,3.0
904,3.1998458,3.0
905,3.1998458,5.0
906,2.3214285,2.0
907,2.3214285,2.0
908,2.3214285,3.0
909,4.5110445,5.0
910,4.5110445,4.0
911,4.5110445,3.0
912,3.7279627,5.0
913,3.7279627,4.0
914,3.7279627,4.0
915,4.5916233,5.0
916,4.5916233,5.0
917,4.5916233,4.0
918,4.187319,5.0
919,4.187319,5.0
920,4.187319,5.0
921,3.3623044,4.0
922,3.3623044,4.0
923,3.3623044,3.0
924,3.0632918,2.0
925,3.0632918,3.0
926,3.0632918,4.0
927,3.3624482,2.0
928,3.3624482,1.0
929,3.3624482,2.0
930,3.7692912,5.0
931,3.7692912,4.0
932,3.7692912,4.0
933,2.495349,2.0
934,2.495349,2.0
935,2.495349,3.0
936,4.6446104,5.0
937,4.6446104,5.0
938,4.6446104,4.0
939,3.295087,5.0
940,3.295087,5.0
941,3.295087,4.0
942,4.528545,5.0
943,4.528545,5.0
944,4.528545,5.0
945,4.678022,5.0
946,4.678022,4.0
947,4.678022,4.0
948,4.4113507,5.0
949,4.4113507,5.0
950,4.4113507,5.0
951,2.704037,2.0
952,2.704037,2.0
953,2.704037,2.0
954,2.4736674,2.0
955,2.4736674,2.0
956,2.4736674,2.0
957,4.544692,5.0
958,4.544692,5.0
959,4.544692,4.0
960,4.691583,5.0
961,4.691583,4.0
962,4.691583,4.0
963,3.1018322,5.0
964,3.1018322,4.0
965,3.1018322,4.0
966,4.386752,5.0
967,4.386752,4.0
968,4.386752,5.0
969,4.095671,4.0
970,4.095671,5.0
971,4.095671,5.0
972,3.1918745,4.0
973,3.1918745,5.0
974,3.1918745,5.0
975,3.858744,5.0
976,3.858744,3.0
977,3.858744,5.0
978,3.726148,4.0
979,3.726148,5.0
980,3.726148,5.0
981,4.5726404,5.0
982,4.5726404,4.0
983,4.5726404,4.0
984,4.6985464,5.0
985,4.6985464,4.0
986,4.6985464,4.0
987,4.7040653,4.0
988,4.7040653,4.0
989,4.7040653,4.0
990,4.681745,5.0
991,4.681745,4.0
992,4.681745,4.0
993,2.4697034,3.0
994,2.4697034,3.0
995,2.4697034,3.0
996,2.960001,3.0
997,2.960001,3.0
998,2.960001,3.0
999,3.914751,4.0
1000,3.914751,3.0
1001,3.914751,4.0
1002,3.7912834,4.0
1003,3.7912834,2.0
1004,3.7912834,4.0
1005,4.6034613,5.0
1006,4.6034613,5.0
1007,4.6034613,4.0
1008,2.7594151,4.0
1009,2.7594151,5.0
1010,2.7594151,5.0
1011,4.5105968,3.0
1012,4.5105968,5.0
1013,4.5105968,1.0
1014,4.709645,5.0
1015,4.709645,5.0
1016,4.709645,4.0
1017,3.8104808,4.0
1018,3.8104808,4.0
1019,3.8104808,5.0
1020,4.659457,5.0
1021,4.659457,5.0
1022,4.659457,4.0
1023,4.2601094,5.0
1024,4.2601094,4.0
1025,4.2601094,4.0
1026,3.1482897,4.0
1027,3.1482897,3.0
1028,3.1482897,3.0
1029,4.0455494,5.0
1030,4.0455494,5.0
1031,4.0455494,5.0
1032,2.110375,3.0
1033,2.110375,2.0
1034,2.110375,2.0
1035,2.5134804,1.0
1036,2.5134804,1.0
1037,2.5134804,1.0
1038,2.9809296,2.0
1039,2.9809296,2.0
1040,2.9809296,3.0
1041,4.683782,4.0
1042,4.683782,2.0
1043,4.683782,4.0
1044,4.45948,3.0
1045,4.45948,4.0
1046,4.45948,4.0
1047,2.7739675,3.0
1048,2.7739675,3.0
1049,2.7739675,3.0
1050,4.5753293,3.0
1051,4.5753293,4.0
1052,4.5753293,4.0
1053,3.4783642,3.0
1054,3.4783642,3.0
1055,3.4783642,3.0
1056,2.8199854,3.0
1057,2.8199854,2.0
1058,2.8199854,1.0
1059,3.018512,3.0
1060,3.018512,2.0
1061,3.018512,2.0
1062,3.9748209,3.0
1063,3.9748209,1.0
1064,3.9748209,1.0
1065,3.5991292,3.0
1066,3.5991292,2.0
1067,3.5991292,2.0
1068,4.557312,4.0
1069,4.557312,4.0
1070,4.557312,3.0
1071,4.6528473,5.0
1072,4.6528473,4.0
1073,4.6528473,4.0
1074,4.7019534,5.0
1075,4.7019534,4.0
1076,4.7019534,5.0
1077,3.083688,2.0
1078,3.083688,2.0
1079,3.083688,2.0
1080,4.6122513,5.0
1081,4.6122513,5.0
1082,4.6122513,5.0
1083,2.4932392,4.0
1084,2.4932392,2.0
1085,2.4932392,3.0
1086,3.742005,1.0
1087,3.742005,2.0
1088,3.742005,2.0
1089,3.9773486,3.0
1090,3.9773486,2.0
1091,3.9773486,2.0
1092,3.3421543,3.0
1093,3.3421543,2.0
1094,3.3421543,3.0
1095,4.0089917,5.0
1096,4.0089917,3.0
1097,4.0089917,3.0
1098,4.497077,4.0
1099,4.497077,4.0
1100,4.497077,4.0
1101,3.2148633,3.0
1102,3.2148633,2.0
1103,3.2148633,1.0
1104,3.8609421,4.0
1105,3.8609421,4.0
1106,3.8609421,4.0
1107,4.642275,5.0
1108,4.642275,4.0
1109,4.642275,4.0
1110,3.685447,5.0
1111,3.685447,3.0
1112,3.685447,3.0
1113,2.4736674,2.0
1114,2.4736674,2.0
1115,2.4736674,2.0
1116,4.3435135,4.0
1117,4.3435135,5.0
1118,4.3435135,4.0
1119,4.433483,4.0
1120,4.433483,3.0
1121,4.433483,3.0
1122,4.023743,5.0
1123,4.023743,3.0
1124,4.023743,3.0
1125,3.858744,3.0
1126,3.858744,2.0
1127,3.858744,3.0
1128,4.7063007,3.0
1129,4.7063007,4.0
1130,4.7063007,5.0
1131,3.2464008,2.0
1132,3.2464008,2.0
1133,3.2464008,2.0
1134,4.2788982,4.0
1135,4.2788982,3.0
1136,4.2788982,3.0
1137,2.8056705,2.0
1138,2.8056705,2.0
1139,2.8056705,3.0
1140,4.514347,5.0
1141,4.514347,4.0
1142,4.514347,4.0
1143,3.291392,3.0
1144,3.291392,2.0
1145,3.291392,3.0
1146,4.712133,5.0
1147,4.712133,4.0
1148,4.712133,4.0
1149,4.6282043,2.0
1150,4.6282043,4.0
1151,4.6282043,3.0
1152,3.856286,3.0
1153,3.856286,3.0
1154,3.856286,4.0
1155,3.5784798,4.0
1156,3.5784798,2.0
1157,3.5784798,3.0
1158,4.250526,3.0
1159,4.250526,3.0
1160,4.250526,3.0
1161,4.7691298,5.0
1162,4.7691298,4.0
1163,4.7691298,4.0
1164,2.8930342,1.0
1165,2.8930342,1.0
1166,2.8930342,2.0
1167,4.7106543,4.0
1168,4.7106543,2.0
1169,4.7106543,4.0
1170,4.676903,5.0
1171,4.676903,5.0
1172,4.676903,4.0
1173,2.2932894,3.0
1174,2.2932894,2.0
1175,2.2932894,2.0
1176,4.194817,3.0
1177,4.194817,3.0
1178,4.194817,3.0
1179,2.5081491,1.0
1180,2.5081491,2.0
1181,2.5081491,2.0
1182,3.233299,3.0
1183,3.233299,2.0
1184,3.233299,3.0
1185,4.7656565,4.0
1186,4.7656565,4.0
1187,4.7656565,5.0
1188,3.6657236,3.0
