id,text,non_hashtags_text,author_id,hashtags
1512584536999178240,"Originally, Meriwether thought she'd end the story at Burning Man, where Elizabeth Holmes and Billy Evans infamously attended in August 2018. But with COVID, and having procrastinated writing it, that wasn't possible. #TheDropout https://t.co/cqeggRP1LW https://t.co/WT1yCueYkU","Originally, Meriwether thought she'd end the story at Burning Man, where Elizabeth Holmes and Billy Evans infamously attended in August 2018. But with COVID, and having procrastinated writing it, that wasn't possible. <UNKTAG> https://t.co/cqeggRP1LW https://t.co/WT1yCueYkU",21630311,['TheDropout']
1512584531764826114,"RT @Variety: Susie Essman and @DevonESawa will appear in #Hacks' sophomore season.
https://t.co/m3qyxysuqo","RT @Variety: Susie Essman and @DevonESawa will appear in <UNKTAG>' sophomore season.
https://t.co/m3qyxysuqo",916175364,['Hacks']
1512584516476485635,"RT @Variety: Susie Essman and @DevonESawa will appear in #Hacks' sophomore season.
https://t.co/m3qyxysuqo","RT @Variety: Susie Essman and @DevonESawa will appear in <UNKTAG>' sophomore season.
https://t.co/m3qyxysuqo",1087893204148592642,['Hacks']
1512584504426307588,"EATc (Audi Egypt  &amp; Volkswagen ) Company has required the following position:

#Sales_Representative

Duties &amp; Responsibilities:

- Handle customer complaints and then identify and resolve client concerns.
- Prepare a variety of status reports, including…https://t.co/lAVsBoDcDx","EATc (Audi Egypt  &amp; Volkswagen ) Company has required the following position:

<UNKTAG>

Duties &amp; Responsibilities:

- Handle customer complaints and then identify and resolve client concerns.
- Prepare a variety of status reports, including…https://t.co/lAVsBoDcDx",547493992,['Sales_Representative']
1512584489406537733,"RT @DiscussingFilm: When asked about Will Smith hitting Chris Rock at the #Oscars, Daniel Radcliffe says “I’m just so already dramatically…","RT @DiscussingFilm: When asked about Will Smith hitting Chris Rock at the <UNKTAG>, Daniel Radcliffe says “I’m just so already dramatically…",787873069423431680,['Oscars']
1512584366366502919,"@melissamorris50 Thank you for supporting our collaboration with BTS, we've prepared a special variety show for you and will remind you at 3PM PDT.💜 Reply #stop to opt out","@melissamorris50 Thank you for supporting our collaboration with BTS, we've prepared a special variety show for you and will remind you at 3PM PDT.💜 Reply <UNKTAG> to opt out",1250306233443082240,['stop']
1512584730390188039,"Since there is no Friday Night Trivia with @kriztinaVA Kristina and no “Beardo and Weirdo” tonight, I will go live on the @HeckleApp for some late night trivia and fun. Download the HECKLE app for your iPhone NOW and then follow me here. https://t.co/8BdlPPcpv3 #HeckleApp #quiz","Since there is no Friday Night Trivia with @kriztinaVA Kristina and no “Beardo and Weirdo” tonight, I will go live on the @HeckleApp for some late night trivia and fun. Download the HECKLE app for your iPhone NOW and then follow me here. https://t.co/8BdlPPcpv3 <UNKTAG> <UNKTAG>",3286501669,"['HeckleApp', 'quiz']"
1512584724237418499,"片付けられないあるある〜現実を生きるリカちゃんを観ての共感〜 https://t.co/TJvNPDCEeI
なんで私って片付けられないの？そう悩んでいるそこの方。リカちゃんを観て我がふり直そ！
#現りか  #片付け　#なぜ片付けられないの  #YouTube","片付けられないあるある〜現実を生きるリカちゃんを観ての共感〜 https://t.co/TJvNPDCEeI
なんで私って片付けられないの？そう悩んでいるそこの方。リカちゃんを観て我がふり直そ！
<UNKTAG>  <UNKTAG>　<UNKTAG>  <UNKTAG>",785289683055972352,"['現りか', '片付け', 'なぜ片付けられないの', 'YouTube']"
1512584721032790017,"RT @RS_Pti: #امپورٹڈ_گورمنٹ_نامنظور
#غداری_سب_پہ_بھاری
#کپتان_نہیں_جھکنےوالا
#SupremeCourt
PTI  should also file a no-confidence motion aga…","RT @RS_Pti: <UNKTAG>
<UNKTAG>
<UNKTAG>
<UNKTAG>
PTI  should also file a no-confidence motion aga…",808597866876964865,"['امپورٹڈ_گورمنٹ_نامنظور', 'غداری_سب_پہ_بھاری', 'کپتان_نہیں_جھکنےوالا', 'SupremeCourt']"
1512584720151887879,"Hi @primevideo! Are you after a wildly popular show with a global fanbase, great representation and compelling stories? It's all there in Prodigal Son! #SaveProdigalSon and everyone wins! Hugs &amp; kisses, Hatters #MrBoots https://t.co/lubPh5Vvmg","Hi @primevideo! Are you after a wildly popular show with a global fanbase, great representation and compelling stories? It's all there in Prodigal Son! <UNKTAG> and everyone wins! Hugs &amp; kisses, Hatters <UNKTAG> https://t.co/lubPh5Vvmg",1423962003757015042,"['SaveProdigalSon', 'MrBoots']"
1512584719468314637,"Credit options are readily available to any type of business, but there are two distinctive types https://t.co/FGwh00Jc07 #startups #corporatecredit #capital #smallbiz #venturecapital #entrepreneurship #success #smallbusiness #businessgrowth #startupcapital #businessloans #Chic…","Credit options are readily available to any type of business, but there are two distinctive types https://t.co/FGwh00Jc07 <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG>…",1392926466,"['startups', 'corporatecredit', 'capital', 'smallbiz', 'venturecapital', 'entrepreneurship', 'success', 'smallbusiness', 'businessgrowth', 'startupcapital', 'businessloans', 'Chic']"
1512584718826582020,"RT @DomScurr: Jonjo Shelvey on @My_Metro in tonight's #NUFC programme (yes, really): ""It was alright, yeah. It's quite quick to get around,…","RT @DomScurr: Jonjo Shelvey on @My_Metro in tonight's <UNKTAG> programme (yes, really): ""It was alright, yeah. It's quite quick to get around,…",2955638573,['NUFC']
1512584717312344092,"RT @DAT_TDF: Today, there’s nothing embarrassing than being #Ethiopian😢. I don’t have to share same citizenship with people burning my ethn…","RT @DAT_TDF: Today, there’s nothing embarrassing than being <UNKTAG>😢. I don’t have to share same citizenship with people burning my ethn…",1509761460116893716,['Ethiopian']
1512584672366465030,"RT @Hotlegs101_art: I love #OKKO so much, this show honestly is just so wholesome and cute and brought me back up out of my depression in s…","RT @Hotlegs101_art: I love <UNKTAG> so much, this show honestly is just so wholesome and cute and brought me back up out of my depression in s…",1504777754793103364,['OKKO']
1512584136225345536,"RT @dost_pagasa: TROPICAL CYCLONE BULLETIN NO. 1
Tropical Depression “#AgatonPH”
Issued at 5:00 AM, 09 April 2022
Valid for broadcast until…","RT @dost_pagasa: TROPICAL CYCLONE BULLETIN NO. 1
Tropical Depression “<UNKTAG>”
Issued at 5:00 AM, 09 April 2022
Valid for broadcast until…",1502821959218114560,['AgatonPH']
1512584115207426055,"RT @PerinatalPsych1: https://t.co/8b4y9c6nMX

An online practice of Dr. Mehr Karamat.
Available in #minnesota and #california
Schedule an a…","RT @PerinatalPsych1: https://t.co/8b4y9c6nMX

An online practice of Dr. Mehr Karamat.
Available in <UNKTAG> and <UNKTAG>
Schedule an a…",1306136273782935553,"['minnesota', 'california']"
1512584092784676870,"https://t.co/8b4y9c6nMX

An online practice of Dr. Mehr Karamat.
Available in #minnesota and #california
Schedule an appointment
Visit: https://t.co/fOcP6LFZOJ
Call us: 310-254-9397
#mentalhealth #psychiatrist #online #anxiety #depression #telehealth","https://t.co/8b4y9c6nMX

An online practice of Dr. Mehr Karamat.
Available in <UNKTAG> and <UNKTAG>
Schedule an appointment
Visit: https://t.co/fOcP6LFZOJ
Call us: 310-254-9397
<UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG>",1400553368129445889,"['minnesota', 'california', 'mentalhealth', 'psychiatrist', 'online', 'anxiety', 'depression', 'telehealth']"
1512583969748905986,"Did I search for two days for a specific fabric? Yes. 

Did I then purchase said fabric, despite it being expensive? Yes.

BUT PIRATE DEPRESSION ROBE HERE I COME! 

#OurFlagMeansDeath https://t.co/d2WS8rhCJe","Did I search for two days for a specific fabric? Yes. 

Did I then purchase said fabric, despite it being expensive? Yes.

BUT PIRATE DEPRESSION ROBE HERE I COME! 

<UNKTAG> https://t.co/d2WS8rhCJe",873005202353176576,['OurFlagMeansDeath']
1512583938216136708,RT @cnnphilippines: JUST IN: The LPA east of Visayas develops into a tropical depression named #AgatonPH — the first to enter the country t…,RT @cnnphilippines: JUST IN: The LPA east of Visayas develops into a tropical depression named <UNKTAG> — the first to enter the country t…,1510142024086740997,['AgatonPH']
1512583917190012930,"RT @dost_pagasa: At 2:00 AM today, the Low Pressure Area east of Visayas developed into Tropical Depression #AgatonPH. Tropical Cyclone Bul…","RT @dost_pagasa: At 2:00 AM today, the Low Pressure Area east of Visayas developed into Tropical Depression <UNKTAG>. Tropical Cyclone Bul…",1510142024086740997,['AgatonPH']
1512583858188812288,RT @BanjokoAdisa: Feeling stuck and struggling to accomplish your 2022 goals? Let this new episode give you #stoic tools to get aligned and…,RT @BanjokoAdisa: Feeling stuck and struggling to accomplish your 2022 goals? Let this new episode give you <UNKTAG> tools to get aligned and…,3190506385,['stoic']
1512583782112579586,"RT @EggyyOfficial: Oghogho don dy suffer from depression

Sapa don catch Efe 😂😂

#EdoTwitter","RT @EggyyOfficial: Oghogho don dy suffer from depression

Sapa don catch Efe 😂😂

<UNKTAG>",1204898826349350914,['EdoTwitter']
1512583731604856838,"DYK: High levels of air pollution may damage children's cognitive abilities, increase adults' risk of cognitive decline, and even contribute to depression. #PublicHealthWeek @PublicHealth https://t.co/DTQ7tNArJv","DYK: High levels of air pollution may damage children's cognitive abilities, increase adults' risk of cognitive decline, and even contribute to depression. <UNKTAG> @PublicHealth https://t.co/DTQ7tNArJv",49634218,['PublicHealthWeek']
1512584493265268736,"RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ #Airdrop information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…","RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ <UNKTAG> information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…",1443620681007120394,['Airdrop']
1512584492451569665,"1/1 Auction Live 
On @exchgART
(first in the collection)

Starting Bid: 1 SOL
Tick size:  0.2 SOL
Duration: 4 days

Link in the first comment 👇

https://t.co/oarH4Njd6a
#Solana
#nft #baseball https://t.co/cBLmHWnc7l","1/1 Auction Live 
On @exchgART
(first in the collection)

Starting Bid: 1 SOL
Tick size:  0.2 SOL
Duration: 4 days

Link in the first comment 👇

https://t.co/oarH4Njd6a
<UNKTAG>
<UNKTAG> <UNKTAG> https://t.co/cBLmHWnc7l",1500575902933135362,"['Solana', 'nft', 'baseball']"
1512584370141511680,"RT @ONTOWallet: Get pumped up for the #ONTO x @GriffinNFTArt #givaway! 🙌

💰 Prize pool: $1,000 $GART, with special bonus for the Top 3 winn…","RT @ONTOWallet: Get pumped up for the <UNKTAG> x @GriffinNFTArt <UNKTAG>! 🙌

💰 Prize pool: $1,000 $GART, with special bonus for the Top 3 winn…",1181254878368354305,"['ONTO', 'givaway']"
1512584225467379714,There has never been a more exciting time to disease a duration! #auspol,There has never been a more exciting time to disease a duration! <UNKTAG>,711763368537759744,['auspol']
1512584159314661380,"RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ #Airdrop information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…","RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ <UNKTAG> information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…",3300630673,['Airdrop']
1512584030729895936,"RT @AvaxiMaxi: 🎁🎁 2 #AVAX giveaway 🎁🎁

  🌍🌎To Enter 🌎🌍

🌠Follow @AvaxiMaxi
🌠Like &amp; RT
🌠Tag 3 friends

📆Duration: 48 hours!

Good luck!

#AV…","RT @AvaxiMaxi: 🎁🎁 2 <UNKTAG> giveaway 🎁🎁

  🌍🌎To Enter 🌎🌍

🌠Follow @AvaxiMaxi
🌠Like &amp; RT
🌠Tag 3 friends

📆Duration: 48 hours!

Good luck!

#AV…",1456835928732073984,['AVAX']
1512583607180742659,"RT @AvaxiMaxi: 🎁🎁 2 #AVAX giveaway 🎁🎁

  🌍🌎To Enter 🌎🌍

🌠Follow @AvaxiMaxi
🌠Like &amp; RT
🌠Tag 3 friends

📆Duration: 48 hours!

Good luck!

#AV…","RT @AvaxiMaxi: 🎁🎁 2 <UNKTAG> giveaway 🎁🎁

  🌍🌎To Enter 🌎🌍

🌠Follow @AvaxiMaxi
🌠Like &amp; RT
🌠Tag 3 friends

📆Duration: 48 hours!

Good luck!

#AV…",1445160103460618241,['AVAX']
1512583363751825408,"#WWIII seems 👇
Chapter 1: Provoke #Russia against #Ukraine &amp; make it a bad guy ✅
Ch 2: Direct #Pakistan to fight against Rus. Install #USA bases in Pak ❎
Ch 3: Occupy Rus &amp; energy resources ❎
Ch 4: Occupy #China ❎
Ch 5: Regain #NWO ❎

Casualties:1/2 of 🌏popu
Duration:10yrs","<UNKTAG> seems 👇
Chapter 1: Provoke <UNKTAG> against <UNKTAG> &amp; make it a bad guy ✅
Ch 2: Direct <UNKTAG> to fight against Rus. Install <UNKTAG> bases in Pak ❎
Ch 3: Occupy Rus &amp; energy resources ❎
Ch 4: Occupy <UNKTAG> ❎
Ch 5: Regain <UNKTAG> ❎

Casualties:1/2 of 🌏popu
Duration:10yrs",148671865,"['WWIII', 'Russia', 'Ukraine', 'Pakistan', 'USA', 'China', 'NWO']"
1512583291659980801,"RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ #Airdrop information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…","RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ <UNKTAG> information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…",1225777680966008833,['Airdrop']
1512583124223291393,"RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ #Airdrop information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…","RT @TAROVERSEcom: 🎉TAROVERSE  AIRDROP  EVENT

💁🏻‍♀️ <UNKTAG> information:
- Reward Pool: 200,000 $TARO
- Number of Winners - 500
- Event du…",1437026182537486339,['Airdrop']
1512582487804985346,"RT @WSGToken: The #NFT - Other Dimension LP Staking Pool is LIVE!

🕹️ A true gamer often seeks &amp; achieves escape into another dimension!

💰…","RT @WSGToken: The <UNKTAG> - Other Dimension LP Staking Pool is LIVE!

🕹️ A true gamer often seeks &amp; achieves escape into another dimension!

💰…",1503828973377175556,['NFT']
1512584641823141890,"you’re such a loser, but don’t worry, i know nothing makes you stroke harder than being degraded by a Life size loli princess while she takes your money away give in. $ubmit and $erve

2dfindom 2dfd ☆ lolifindom ☆ lolicon ☆ animefindom ☆ loli ☆ goon debtfetish #findom https://t.co/1BFUeYTEum","you’re such a loser, but don’t worry, i know nothing makes you stroke harder than being degraded by a Life size loli princess while she takes your money away give in. $ubmit and $erve

2dfindom 2dfd ☆ lolifindom ☆ lolicon ☆ animefindom ☆ loli ☆ goon debtfetish <UNKTAG> https://t.co/1BFUeYTEum",1482888807561138176,['findom']
1512584635745677315,RT @TheMasters: Scheffler’s five-stroke margin ties the largest 36-hole lead in Masters history. #themasters https://t.co/MuMW570eKp,RT @TheMasters: Scheffler’s five-stroke margin ties the largest 36-hole lead in Masters history. <UNKTAG> https://t.co/MuMW570eKp,1493553459206844416,['themasters']
1512584539905875971,"RT @masondixxxon: Have you ever seen a lineman stroke his pole?

#outdoorcum #Outdoorplay #outdoorfun #GayRedneck #gaybluecollar #gaycountr…","RT @masondixxxon: Have you ever seen a lineman stroke his pole?

<UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> #gaycountr…",1450159171899363340,"['outdoorcum', 'Outdoorplay', 'outdoorfun', 'GayRedneck', 'gaybluecollar']"
1512584420120834056,"RT @fynn_fan: ""Many recent studies reported the occurrence of stroke after #Covidvax. All forms of stroke including ischemic, ICH, and CVST…","RT @fynn_fan: ""Many recent studies reported the occurrence of stroke after <UNKTAG>. All forms of stroke including ischemic, ICH, and CVST…",1103137337574416384,['Covidvax']
1512584337379704845,"World No 1 Scottie Scheffler continued his remarkable run of form to open up a five-stroke halfway lead at The Masters, as Tiger Woods battled back from a nightmare start to ease into the weekend.  https://t.co/IWzGd0y9TB #sports #SportsPanorama","World No 1 Scottie Scheffler continued his remarkable run of form to open up a five-stroke halfway lead at The Masters, as Tiger Woods battled back from a nightmare start to ease into the weekend.  https://t.co/IWzGd0y9TB <UNKTAG> <UNKTAG>",964795843776860161,"['sports', 'SportsPanorama']"
1512584299299717128,"RT @artistmagritte: A stroke of luck, 1948 #belgianart #renemagritte https://t.co/Qm8cUGB370","RT @artistmagritte: A stroke of luck, 1948 <UNKTAG> <UNKTAG> https://t.co/Qm8cUGB370",1281702954404388865,"['belgianart', 'renemagritte']"
1512584261492084736,RT @LJJolliffe: #PROMOTE evidence and support uptake to ⬆️ health outcomes for stroke survivors 💪. Excited to see this important work funde…,RT @LJJolliffe: <UNKTAG> evidence and support uptake to ⬆️ health outcomes for stroke survivors 💪. Excited to see this important work funde…,834238104596656128,['PROMOTE']
1512584197407445002,"RT @LarrysNSFW: Do you like the way I stroke it?

#nsfw #nsfwtwt #bwc #twink #femboy https://t.co/YxhYKmkzLT","RT @LarrysNSFW: Do you like the way I stroke it?

<UNKTAG> <UNKTAG>twt <UNKTAG> <UNKTAG> <UNKTAG> https://t.co/YxhYKmkzLT",1216492094514253825,"['nsfw', 'nsfwtwt', 'bwc', 'twink', 'femboy']"
1512584145020481537,"That was just incredible!!!!! With one stroke, you completely nailed the nail on̡ the head!!! 🤤

➦https://t.co/ZOw9yePVin

#libra #aquarius #Spirituality #MoonReading #pisces https://t.co/Y0G8d0eF7P","That was just incredible!!!!! With one stroke, you completely nailed the nail on̡ the head!!! 🤤

➦https://t.co/ZOw9yePVin

<UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> https://t.co/Y0G8d0eF7P",814563191887896577,"['libra', 'aquarius', 'Spirituality', 'MoonReading', 'pisces']"
1512584127157051397,"World No 1 Scottie Scheffler continued his remarkable run of form to open up a five-stroke halfway lead at The Masters, as Tiger Woods battled back from a nightmare start to ease into the weekend.  https://t.co/StYtZFsGhl #sports #SportsPanorama","World No 1 Scottie Scheffler continued his remarkable run of form to open up a five-stroke halfway lead at The Masters, as Tiger Woods battled back from a nightmare start to ease into the weekend.  https://t.co/StYtZFsGhl <UNKTAG> <UNKTAG>",451751944,"['sports', 'SportsPanorama']"
1512584126033014785,"World No 1 Scottie Scheffler continued his remarkable run of form to open up a five-stroke halfway lead at The Masters, as Tiger Woods battled back from a nightmare start to ease into the weekend.  https://t.co/kQ6bZHM2vO #sports #SportsPanorama","World No 1 Scottie Scheffler continued his remarkable run of form to open up a five-stroke halfway lead at The Masters, as Tiger Woods battled back from a nightmare start to ease into the weekend.  https://t.co/kQ6bZHM2vO <UNKTAG> <UNKTAG>",1302684144082747393,"['sports', 'SportsPanorama']"
1512584077886382080,"RT @DarthApuReborn: Looks like #Biden had a mini-stroke. Cognitive decline definitely sinking in. 

This is the man behind our nuclear butt…","RT @DarthApuReborn: Looks like <UNKTAG> had a mini-stroke. Cognitive decline definitely sinking in. 

This is the man behind our nuclear butt…",1289149747077328896,['Biden']
1512584073339805699,RT @skeleto92079311: Anyone wanna stroke together to Lexi2legit or Brittanya razavi with me #wankchat #wankbattle #lexi2legit #wank #britta…,RT @skeleto92079311: Anyone wanna stroke together to Lexi2legit or Brittanya razavi with me <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> #britta…,1299162876582612992,"['wankchat', 'wankbattle', 'lexi2legit', 'wank']"
1512583938992128003,RT @misterxsnickers: Stroke buddy Needed #Houston @4040Swish  😈😈 https://t.co/KfGHlZUV7u,RT @misterxsnickers: Stroke buddy Needed <UNKTAG> @4040Swish  😈😈 https://t.co/KfGHlZUV7u,700505077987954689,['Houston']
1512583759048097796,RT @quinnyspiggies: Thank you for buying! Stroke for Teacher's Soles https://t.co/V6lA3lyzmO #MVSales https://t.co/5AwaBqOlI8,RT @quinnyspiggies: Thank you for buying! Stroke for Teacher's Soles https://t.co/V6lA3lyzmO <UNKTAG> https://t.co/5AwaBqOlI8,1491938014662119425,['MVSales']
1512583585928253458,RT @TheMasters: Scheffler’s five-stroke margin ties the largest 36-hole lead in Masters history. #themasters https://t.co/MuMW570eKp,RT @TheMasters: Scheffler’s five-stroke margin ties the largest 36-hole lead in Masters history. <UNKTAG> https://t.co/MuMW570eKp,1069824026,['themasters']
1512584718520250373,"Enemy #1. TradeFi's sociopathic grandpa Warren Buffet. I been saying for a year now that wall streets elites are holding #bitcoin down. Their legacy and egos are threatened by crypto's outperformance vs their standard 20% per year. The ""financial gerontocracy"" is the real poison! https://t.co/1EPQiQ6EVx","Enemy #1. TradeFi's sociopathic grandpa Warren Buffet. I been saying for a year now that wall streets elites are holding <UNKTAG> down. Their legacy and egos are threatened by crypto's outperformance vs their standard 20% per year. The ""financial gerontocracy"" is the real poison! https://t.co/1EPQiQ6EVx",3609571154,['bitcoin']
1512584717010415616,"#NowPlaying 
Bad Malc J @badmalcj - Holding Out
Listen Here: https://t.co/0ljlTYbGLX
 #GTVRadio #submit #music","<UNKTAG> 
Bad Malc J @badmalcj - Holding Out
Listen Here: https://t.co/0ljlTYbGLX
 <UNKTAG> <UNKTAG> <UNKTAG>",1303367696789065728,"['NowPlaying', 'GTVRadio', 'submit', 'music']"
1512584714955026434,"News from H-Town: 72-year-old shot by Texas City officer while holding woman at knifepoint, sheriff says https://t.co/AN2ZK62LFN #houston #news #local https://t.co/LzWJgm2ido","News from H-Town: 72-year-old shot by Texas City officer while holding woman at knifepoint, sheriff says https://t.co/AN2ZK62LFN <UNKTAG> <UNKTAG> <UNKTAG> https://t.co/LzWJgm2ido",7228352,"['houston', 'news', 'local']"
1512584711125839873,"RT @KingdomXGame: 🥳🥳Good news! #Kingdomx will have presale cooperation with new excellent partners: 
@gate_io @SynapseNetwork_ @nftbmarket…","RT @KingdomXGame: 🥳🥳Good news! <UNKTAG> will have presale cooperation with new excellent partners: 
@gate_io @SynapseNetwork_ @nftbmarket…",425995902,['Kingdomx']
1512584586106228736,i thought we escaped ronda holding the title for an entire year until next wrestlemania... just for it to be *almost* an entire year when she gets it from backlash til next mania #SmackDown https://t.co/MEkLvI00I0,i thought we escaped ronda holding the title for an entire year until next wrestlemania... just for it to be *almost* an entire year when she gets it from backlash til next mania <UNKTAG> https://t.co/MEkLvI00I0,1292284171,['SmackDown']
