id,text,non_hashtags_text,author_id,hashtags
1512584574777364492,"Calm down, relax your head on my laps, let me put these boobs in your mouth, close  your eyes and forget your problems","Calm down, relax your head on my laps, let me put these boobs in your mouth, close  your eyes and forget your problems",1210154654094577664,[]
1512584567248629778,RT @bellasuee1: sleeping away my problems,RT @bellasuee1: sleeping away my problems,724318052343410689,[]
1512584556704116749,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,1336787537013198848,[]
1512584548659474437,"@JHilbou25 @Erisian_Fnord @asatarbair There is nothing modern in what I said, bigot!
Corruption and incompetence are and always were the biggest problems in human history.
The very burgeoisie is also a form of corruption.","@JHilbou25 @Erisian_Fnord @asatarbair There is nothing modern in what I said, bigot!
Corruption and incompetence are and always were the biggest problems in human history.
The very burgeoisie is also a form of corruption.",1504207851279065088,[]
1512584548424593419,With likkle tups of problems https://t.co/RADoLg41XB,With likkle tups of problems https://t.co/RADoLg41XB,243705476,[]
1512584537473261574,"RT @Shimsun211: @king_vergaz @DefenseNigeria ""Their problems"" are coming down to us in torrents. Nipping the terrorists in their buds is Ni…","RT @Shimsun211: @king_vergaz @DefenseNigeria ""Their problems"" are coming down to us in torrents. Nipping the terrorists in their buds is Ni…",1100889595531718658,[]
1512584536617459712,@bubblypjm here's your card! ♡ Hikawa Sayo - Twin Problems https://t.co/ccIcFAcolE,@bubblypjm here's your card! ♡ Hikawa Sayo - Twin Problems https://t.co/ccIcFAcolE,1302955298177593344,[]
1512584535443185672,Pretending Away the Democrats’ Extremism Problems https://t.co/t2Px1rQ5oq,Pretending Away the Democrats’ Extremism Problems https://t.co/t2Px1rQ5oq,1511770096510947333,[]
1512584534197383168,"@GRNGRID 
#GRN #GRNGRID #SustainableBlockchain #DeFi #cryptocurrency
is an innovative project that have come to solve the problems facing various payment system and also engender mass adoption of cryptocurrency. Their proposed platform is loaded with many features that will make.","@GRNGRID 
<UNKTAG> <UNKTAG>GRID <UNKTAG> <UNKTAG> <UNKTAG>
is an innovative project that have come to solve the problems facing various payment system and also engender mass adoption of cryptocurrency. Their proposed platform is loaded with many features that will make.",1479506796154744832,"['GRN', 'GRNGRID', 'SustainableBlockchain', 'DeFi', 'cryptocurrency']"
1512584531731169289,@ErinNor93879537 @dave_xbt @RepAdamSchiff How many do you know who recovered fine without  being vaccinated and boosted?  How many do you know who were vaccinated and boosted who recovered without problems?,@ErinNor93879537 @dave_xbt @RepAdamSchiff How many do you know who recovered fine without  being vaccinated and boosted?  How many do you know who were vaccinated and boosted who recovered without problems?,710483506745503744,[]
1512584530615484419,RT @bellasuee1: sleeping away my problems,RT @bellasuee1: sleeping away my problems,1126295734775685120,[]
1512584530028158977,"@rembry I’m disappointed that mismanagement in the Biden admin is causing these problems, but that’s why for-profit healthcare in this country is so poor. Even Medicare recipients face denials of coverage.","@rembry I’m disappointed that mismanagement in the Biden admin is causing these problems, but that’s why for-profit healthcare in this country is so poor. Even Medicare recipients face denials of coverage.",980971131334250501,[]
1512584528866385921,"https://t.co/hKg0cDjEhX
@WilkieMP @AlboMP @Senator_Patrick @sarahinthesen8 @MichaelWestBiz has Australia resolved own problems has Govt ended the poverty of Aussies consider condition of some 1st nations people housing health etc
check out the list and amount of funding2this mob https://t.co/BjVrXnN8qO","https://t.co/hKg0cDjEhX
@WilkieMP @AlboMP @Senator_Patrick @sarahinthesen8 @MichaelWestBiz has Australia resolved own problems has Govt ended the poverty of Aussies consider condition of some 1st nations people housing health etc
check out the list and amount of funding2this mob https://t.co/BjVrXnN8qO",762373104,[]
1512584527012671491,"Adverse childhood experiences, also known as ACEs such as child abuse and neglect, are serious public health problems. These can affect one's health, lifetime opportunities, and overall wellbeing. https://t.co/EY7Nh5Lkoj","Adverse childhood experiences, also known as ACEs such as child abuse and neglect, are serious public health problems. These can affect one's health, lifetime opportunities, and overall wellbeing. https://t.co/EY7Nh5Lkoj",29791801,[]
1512584523375992837,RT @ClutchBeKillinx: Decent almost 3 hour stream after some problems with it all https://t.co/aLLkqJ5AzB,RT @ClutchBeKillinx: Decent almost 3 hour stream after some problems with it all https://t.co/aLLkqJ5AzB,1326335945046626304,[]
1512584522499506183,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,1322588589822267394,[]
1512584519693606916,i wanna go back to november n december where i didn’t have sm problems,i wanna go back to november n december where i didn’t have sm problems,1279005768755433473,[]
1512584508616454148,RT @kemimarie: i better see every celebrity that had some shit to say about Will Smith speaking up on truly harmful problems and people. si…,RT @kemimarie: i better see every celebrity that had some shit to say about Will Smith speaking up on truly harmful problems and people. si…,1084212332505509888,[]
1512584505558802437,RT @LeticiaPina8: Numberless word problems &amp; four corners just go together! Always a great way to keep them actively engaged! https://t.co/…,RT @LeticiaPina8: Numberless word problems &amp; four corners just go together! Always a great way to keep them actively engaged! https://t.co/…,2559072967,[]
1512584496352223239,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,4627726822,[]
1512584495723032579,"RT @mini_bubbly: I wanted to create a thread, that people might actually use to inform others of the real problems everyday citizens are de…","RT @mini_bubbly: I wanted to create a thread, that people might actually use to inform others of the real problems everyday citizens are de…",1164249622908264448,[]
1512584493722476547,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,98800939,[]
1512584488403931141,Listening to this girl complain about her boy problems reminded me how grateful I am to not have any 🙌🏾🙏🏾🤍✨,Listening to this girl complain about her boy problems reminded me how grateful I am to not have any 🙌🏾🙏🏾🤍✨,2168841834,[]
1512584485346459652,"Here are some tips for cleaning the filters of your air conditioner. If you have any problems with your unit, consider giving our professionals a call. https://t.co/fun1tGkGQN","Here are some tips for cleaning the filters of your air conditioner. If you have any problems with your unit, consider giving our professionals a call. https://t.co/fun1tGkGQN",1367105777547231235,[]
1512584484356562944,RT @KFCBarstool: Now I’m having connection problems too?? Fantastic,RT @KFCBarstool: Now I’m having connection problems too?? Fantastic,3421493122,[]
1512584482209021953,"@ViHero340 @BeckyLynchWWE Because instead of promoting his company, he makes it about him and his problems with the IWC. The worst part is he books for the IWC, no one else cares about his booking styles. He has 1 million viewers and about 400-600k from the internet then he has 300-400 random viewers.","@ViHero340 @BeckyLynchWWE Because instead of promoting his company, he makes it about him and his problems with the IWC. The worst part is he books for the IWC, no one else cares about his booking styles. He has 1 million viewers and about 400-600k from the internet then he has 300-400 random viewers.",44549375,[]
1512584480229412872,"Going to be a little late to streaming unfortunately, having problems with OBS","Going to be a little late to streaming unfortunately, having problems with OBS",1449188050370715649,[]
1512584479478583297,"@CandiceMalcolm @TrueNorthCentre The problems are not Trudeau or Singh, we knew them. The problems are those who voted for them. What kind of Canadians are they? 🤔😒","@CandiceMalcolm @TrueNorthCentre The problems are not Trudeau or Singh, we knew them. The problems are those who voted for them. What kind of Canadians are they? 🤔😒",26990459,[]
1512584478035779595,RT @Chr_Koenig: I've been using #R and @rstudio for years to tackle all kinds of data and coding problems. Here are some of my favorite sho…,RT @Chr_Koenig: I've been using <UNKTAG> and @rstudio for years to tackle all kinds of data and coding problems. Here are some of my favorite sho…,1207798017287307265,['R']
1512584475447894016,"RT @MusicNegrito: “Trudoo” is out now, the 3rd song from my upcoming album and film “White Jesus Black Problems”. This is the latest instal…","RT @MusicNegrito: “Trudoo” is out now, the 3rd song from my upcoming album and film “White Jesus Black Problems”. This is the latest instal…",931005037505056768,[]
1512584463670198278,"One of the problems military families face is constantly moving, and this can cause problems for older children, especially as they begin to build identities outside the home. If you are moving, and you have children that are unhappy with the situation, a family counselor may...","One of the problems military families face is constantly moving, and this can cause problems for older children, especially as they begin to build identities outside the home. If you are moving, and you have children that are unhappy with the situation, a family counselor may...",1187806116459241472,[]
1512584454396518401,"@gruntdoc @TexasTribune Since we can't solve all the problems, it's unethical to address the ones we can.","@gruntdoc @TexasTribune Since we can't solve all the problems, it's unethical to address the ones we can.",15755670,[]
1512584452656058374,"@NHLBruins Man the bruins can create their own problems in their own end, going to kill us in the playoffs, every team will expose this!","@NHLBruins Man the bruins can create their own problems in their own end, going to kill us in the playoffs, every team will expose this!",1462227085192216582,[]
1512584449082507274,"@EwenPearson2 @Biggies_MaIIs Shows how shite the league has become then, if 18-21 United can finish second twice then how would Fergie’s United have any problems tearing up the league or be ‘fighting for third’ 😭😭","@EwenPearson2 @Biggies_MaIIs Shows how shite the league has become then, if 18-21 United can finish second twice then how would Fergie’s United have any problems tearing up the league or be ‘fighting for third’ 😭😭",1285241192955944960,[]
1512584439959859200,"@America1Scotty Exactly. To be sure. Wasn’t the Dems only problems with Barrett was that of her religion, and anti abortion stance?  Oh, and supposedly a conservative?","@America1Scotty Exactly. To be sure. Wasn’t the Dems only problems with Barrett was that of her religion, and anti abortion stance?  Oh, and supposedly a conservative?",1095955514691895298,[]
1512584439724920842,"@1BusyDad @KVUE Prop A was a permanent money pit. APD is already the best paid department in the city, with no education requirements. They still have full academies everytime they host one. The City just needs to let them hire and their problems are solved. EMS can't even get people in the door","@1BusyDad @KVUE Prop A was a permanent money pit. APD is already the best paid department in the city, with no education requirements. They still have full academies everytime they host one. The City just needs to let them hire and their problems are solved. EMS can't even get people in the door",298847424,[]
1512584439360069637,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,59380475,[]
1512584436885475330,RT @Gill_Murphy: Speaking to someone who works in mental health today who said the stress people are under from money problems is at a leve…,RT @Gill_Murphy: Speaking to someone who works in mental health today who said the stress people are under from money problems is at a leve…,1221382902044295168,[]
1512584436260372481,"All of these problems seem like they'd be fixed by just making it the opening race again?

Make it race one next season and then go to Bahrain right after. You know, like we used to before the pandemic started. https://t.co/Z3PLrm57qr","All of these problems seem like they'd be fixed by just making it the opening race again?

Make it race one next season and then go to Bahrain right after. You know, like we used to before the pandemic started. https://t.co/Z3PLrm57qr",237937024,[]
1512584434863808513,"@StoptheHypocri2 @d1ck @ShellenbergerMD It's purely about affordablity. Do you seriously think mental health problems have gotten so much worse in the last 40 years?

It's the stress of homelessness itself which leads to drug use, because the daily humiliation and grind requires relief.","@StoptheHypocri2 @d1ck @ShellenbergerMD It's purely about affordablity. Do you seriously think mental health problems have gotten so much worse in the last 40 years?

It's the stress of homelessness itself which leads to drug use, because the daily humiliation and grind requires relief.",1300939544364285957,[]
1512584429323288579,RT @libsoftiktok: Lots of schools use resources from @amazeorg. Most of their videos are extremely inappropriate for kids. If you have kids…,RT @libsoftiktok: Lots of schools use resources from @amazeorg. Most of their videos are extremely inappropriate for kids. If you have kids…,1432691038783692804,[]
1512584426273710081,"RT @AnnMB48: @BaddCompani Ah yes, historical health problems that affect your ability to fight for your country. 
I believe they can run in…","RT @AnnMB48: @BaddCompani Ah yes, historical health problems that affect your ability to fight for your country. 
I believe they can run in…",3011710898,[]
1512584423614541824,idk I feel like a trip to Mexico would solve all my problems,idk I feel like a trip to Mexico would solve all my problems,553236679,[]
1512584423585329160,RT @KFCBarstool: Now I’m having connection problems too?? Fantastic,RT @KFCBarstool: Now I’m having connection problems too?? Fantastic,764520415406518272,[]
1512584419214733312,@AuthorKimberley Car problems on a Friday really suck.,@AuthorKimberley Car problems on a Friday really suck.,967228414049402880,[]
1512584418652610563,"RT @LeahT2020: Come learn JavaScript with me! 
Going to start with some codewars problems and then make a random meal generator project usi…","RT @LeahT2020: Come learn JavaScript with me! 
Going to start with some codewars problems and then make a random meal generator project usi…",1478520934445240322,[]
1512584417868406784,@ColImran1 Mr Lt COL in our country 90 problems our army’s but mr col it’s not  1990 it’s 2020 n u see it’s well change in sha allah,@ColImran1 Mr Lt COL in our country 90 problems our army’s but mr col it’s not  1990 it’s 2020 n u see it’s well change in sha allah,1257334046809567232,[]
1512584411082072064,RT @byJudeDoyle: The “define a woman” nonsense is such a perfect example of how anti-trans forces treat trans people as abstract problems o…,RT @byJudeDoyle: The “define a woman” nonsense is such a perfect example of how anti-trans forces treat trans people as abstract problems o…,1261071612734058496,[]
1512584407470813196,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,RT @LexiRidinn: I wanna get fucked so good I forget all my problems 😭😭,601147596,[]
1512584392505532417,"RT @Fact: Sleeping is a cure to forget about pain, problems, stress and everything for a while.","RT @Fact: Sleeping is a cure to forget about pain, problems, stress and everything for a while.",1205123393969958912,[]
1512584392400683008,RT @TheUnitedDevils: Rangnick: “He [Shaw] told me in the international break when he was with the England squad that he had some problems t…,RT @TheUnitedDevils: Rangnick: “He [Shaw] told me in the international break when he was with the England squad that he had some problems t…,1150752698544906241,[]
1512584391406469122,RT @bellasuee1: sleeping away my problems,RT @bellasuee1: sleeping away my problems,899878517126516737,[]
1512584391154978822,"@MathTechCoach @kennedy_tierney @edubabbIe @mpershan @mathinct678 @benjamin_leis @MrCorleyMath @normalsubgroup @mATH_e_matics @HarMath @StevenXClontz @johnjoy1966 @jamestanton @neiltyson @MoMath1 @RaminKhosravi4 @Mathgarden Wonderful Steve! When I share these problems, I always feel I receive far more than I give and that's the natural Joy of being a teacher...","@MathTechCoach @kennedy_tierney @edubabbIe @mpershan @mathinct678 @benjamin_leis @MrCorleyMath @normalsubgroup @mATH_e_matics @HarMath @StevenXClontz @johnjoy1966 @jamestanton @neiltyson @MoMath1 @RaminKhosravi4 @Mathgarden Wonderful Steve! When I share these problems, I always feel I receive far more than I give and that's the natural Joy of being a teacher...",114893826,[]
1512584386021109764,"RT @STatikyan: Even in the post-war situation with serious external security and PTSD problems, #Armenia remains number 5 safest country in…","RT @STatikyan: Even in the post-war situation with serious external security and PTSD problems, <UNKTAG> remains number 5 safest country in…",1310188980709789701,['Armenia']
1512584385161093123,"We all got problems, people! Move to Tunisia. Buy a turtle. We are just passing ships in the night.","We all got problems, people! Move to Tunisia. Buy a turtle. We are just passing ships in the night.",1030660002438995968,[]
1512584384771153921,RT @skullpuppy11: I'm still convinced that one day I'll take a nap so good that it will solve all of my problems.,RT @skullpuppy11: I'm still convinced that one day I'll take a nap so good that it will solve all of my problems.,2342295733,[]
1512584384603377674,"RT @MarcusMars9: @LexiRidinn Forget problems, I want full amnesia. Just forget everything. 
😂😂 https://t.co/ojtORZ2KgB","RT @MarcusMars9: @LexiRidinn Forget problems, I want full amnesia. Just forget everything. 
😂😂 https://t.co/ojtORZ2KgB",1150923317081247744,[]
1512584379540783105,“I told him ‘I’d have problems hitting that. Had really good spin rate” - #rockies Kris Bryant on @DangeRussWilson first pitch. https://t.co/jOzJc7zsu1,“I told him ‘I’d have problems hitting that. Had really good spin rate” - <UNKTAG> Kris Bryant on @DangeRussWilson first pitch. https://t.co/jOzJc7zsu1,187335800,['rockies']
1512584724572741632,RT @luboffin: Check out this adorable kobold wizard plushie from @gallantgoblin ! 😍 It is so freaking cute and comes in a variety of colour…,RT @luboffin: Check out this adorable kobold wizard plushie from @gallantgoblin ! 😍 It is so freaking cute and comes in a variety of colour…,982689505672093696,[]
1512584715844399104,"RT @HillaryMonahan: New puppies in the family, this time of the bloodhound variety.

Two weeks old: https://t.co/bgwx980oYX","RT @HillaryMonahan: New puppies in the family, this time of the bloodhound variety.

Two weeks old: https://t.co/bgwx980oYX",14317524,[]
1512584714908946432,"RT @dyonigiri: Since they got the 1st meal free without having to ride the ladder, Kyungsoo asked Jongin
🐧: Jongin-ah what are they usually…","RT @dyonigiri: Since they got the 1st meal free without having to ride the ladder, Kyungsoo asked Jongin
🐧: Jongin-ah what are they usually…",1483475745259532295,[]
1512584699620716545,"@Scotty_Peligro @ArrozConPolloMA @lapatina_ @ZelenskyyUa I didn't actually say Z'ky was fascist. But hey, you get to verbal me 'cause you have adopted US mode. 

He is a useful idiot for both Azov (et al) and US imperialism. The rudder is well and truly in the hands of nationalists of every variety. 

Like one or two Nationals in Au","@Scotty_Peligro @ArrozConPolloMA @lapatina_ @ZelenskyyUa I didn't actually say Z'ky was fascist. But hey, you get to verbal me 'cause you have adopted US mode. 

He is a useful idiot for both Azov (et al) and US imperialism. The rudder is well and truly in the hands of nationalists of every variety. 

Like one or two Nationals in Au",308165044,[]
1512584697615953921,"RT @Paul__Dawkins: Academy banned Will Smith for 10 years, but not:

Kevin Spacey
Harvey Weinstein
Casey Affleck
Woody Allen
Mel Gibson
Rom…","RT @Paul__Dawkins: Academy banned Will Smith for 10 years, but not:

Kevin Spacey
Harvey Weinstein
Casey Affleck
Woody Allen
Mel Gibson
Rom…",1014823565672288256,[]
