id,text,non_hashtags_text,author_id,hashtags
1512589100548866050,"RT @dr_godoy: #FidelPorSiempre: ""En el médico necesitamos tres cosas: la calidad humana, la calidad intelectual y la calidad político-moral…","RT @dr_godoy: <UNKTAG>: ""En el médico necesitamos tres cosas: la calidad humana, la calidad intelectual y la calidad político-moral…",1466105180806692873,['FidelPorSiempre']
1512589082462879746,"RT @LizyAcosta4: Conocerá EEUU la frase ""Andan exigiendo moral en calzoncillos""?
Evidentemente no, xq verdad que hablar de DDHH en #Cuba cd…","RT @LizyAcosta4: Conocerá EEUU la frase ""Andan exigiendo moral en calzoncillos""?
Evidentemente no, xq verdad que hablar de DDHH en <UNKTAG> cd…",1504488719033716736,['Cuba']
1512589038842441730,"clip.

via @ITMedia_News
#news #moral #tiktokers https://t.co/ZLajzjRLle","clip.

via @ITMedia_News
<UNKTAG> <UNKTAG> <UNKTAG> https://t.co/ZLajzjRLle",1041175359364816896,"['news', 'moral', 'tiktokers']"
1512589013508624384,"RT @FightingAnne1: Johnson admits Covid #lockdown are STILL on the cards despite promising 'irreversible' route to normality.

Why remove C…","RT @FightingAnne1: Johnson admits Covid <UNKTAG> are STILL on the cards despite promising 'irreversible' route to normality.

Why remove C…",3387272854,['lockdown']
1512588970198286342,"Jogar com dignidade... Time está com LaVine, DeRozan e Vucevic. Tem o suficiente pra vencer.

Agora virar saco de pancada é dureza. Moral tá indo toda pelo ralo.

#BullsNation","Jogar com dignidade... Time está com LaVine, DeRozan e Vucevic. Tem o suficiente pra vencer.

Agora virar saco de pancada é dureza. Moral tá indo toda pelo ralo.

<UNKTAG>",54464667,['BullsNation']
1512588960463310855,RT @evoespueblo: La expulsión de #Rusia del Consejo de Derechos Humanos es una acción hipócrita de escarmiento de #EEUU y la #OTAN que pret…,RT @evoespueblo: La expulsión de <UNKTAG> del Consejo de Derechos Humanos es una acción hipócrita de escarmiento de <UNKTAG> y la <UNKTAG> que pret…,1411891867596333058,"['Rusia', 'EEUU', 'OTAN']"
1512588958697406470,"Puede ser tan miserables los K, que son en esencia marxistas culturales y obsecuentes del criminal Putin, de instalar en Argentina el vergonzoso hashtag   #PerdonRusia ? Sí lo han hecho y nos llena de vergüenza. La grieta es moral y no se debe cerrar.","Puede ser tan miserables los K, que son en esencia marxistas culturales y obsecuentes del criminal Putin, de instalar en Argentina el vergonzoso hashtag   <UNKTAG> ? Sí lo han hecho y nos llena de vergüenza. La grieta es moral y no se debe cerrar.",49856455,['PerdonRusia']
1512588954771636228,"RT @FightingAnne1: Johnson admits Covid #lockdown are STILL on the cards despite promising 'irreversible' route to normality.

Why remove C…","RT @FightingAnne1: Johnson admits Covid <UNKTAG> are STILL on the cards despite promising 'irreversible' route to normality.

Why remove C…",737279373678673920,['lockdown']
1512588953962131463,RT @evoespueblo: La expulsión de #Rusia del Consejo de Derechos Humanos es una acción hipócrita de escarmiento de #EEUU y la #OTAN que pret…,RT @evoespueblo: La expulsión de <UNKTAG> del Consejo de Derechos Humanos es una acción hipócrita de escarmiento de <UNKTAG> y la <UNKTAG> que pret…,1093235556,"['Rusia', 'EEUU', 'OTAN']"
1512588887788601354,RT @evoespueblo: La expulsión de #Rusia del Consejo de Derechos Humanos es una acción hipócrita de escarmiento de #EEUU y la #OTAN que pret…,RT @evoespueblo: La expulsión de <UNKTAG> del Consejo de Derechos Humanos es una acción hipócrita de escarmiento de <UNKTAG> y la <UNKTAG> que pret…,584069488,"['Rusia', 'EEUU', 'OTAN']"
1512589091551993862,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming #COVIDisAirborne places a burden…,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming <UNKTAG> places a burden…,34775101,['COVIDisAirborne']
1512588967559933955,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming #COVIDisAirborne places a burden…,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming <UNKTAG> places a burden…,827983658120208384,['COVIDisAirborne']
1512588876166148097,"■「退職代行」は仕事を辞めたいHSPの切り札。

遠慮や偏見は、一切不要です。

・体調を崩す前に。
・次の一歩を踏み出すために。

適切な業者を選べば、違法性もトラブルもありません。
頑張り過ぎたあなたに知って欲しい。

https://t.co/ob7JTNoswE

#HSPあるある #hspさんと繋がりたい","■「退職代行」は仕事を辞めたいHSPの切り札。

遠慮や偏見は、一切不要です。

・体調を崩す前に。
・次の一歩を踏み出すために。

適切な業者を選べば、違法性もトラブルもありません。
頑張り過ぎたあなたに知って欲しい。

https://t.co/ob7JTNoswE

<UNKTAG> <UNKTAG>",1308644766435782660,"['HSPあるある', 'hspさんと繋がりたい']"
1512588755504631808,"RT @Davinde11396054: #GodMorningThursday Fazaile Amal is a sacred book of Muslims, in which the method of worship and the name of the Supre…","RT @Davinde11396054: <UNKTAG> Fazaile Amal is a sacred book of Muslims, in which the method of worship and the name of the Supre…",1493789942950293504,['GodMorningThursday']
1512588733312290820,"RT @Michell20630618: a tested method
#russianlooters #Ukraine https://t.co/X2Chdectjk","RT @Michell20630618: a tested method
<UNKTAG> <UNKTAG> https://t.co/X2Chdectjk",1496983498715975685,"['russianlooters', 'Ukraine']"
1512588727578730499,BTC will never be an alternative currency or not a digital currency. It's just an alternative scam method for scammers to make more money #binance #btc #rugpull #scam https://t.co/oSA5Zc3N7w,BTC will never be an alternative currency or not a digital currency. It's just an alternative scam method for scammers to make more money <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> https://t.co/oSA5Zc3N7w,35578429,"['binance', 'btc', 'rugpull', 'scam']"
1512588688341053440,"RT @BodhiAnalytic: 📣Richverse $RIV has entered #BitCoke Launchpad, starting project IEO on March 31🚀🚀🚀

📑Subscription:
https://t.co/LLGtkcC…","RT @BodhiAnalytic: 📣Richverse $RIV has entered <UNKTAG> Launchpad, starting project IEO on March 31🚀🚀🚀

📑Subscription:
https://t.co/LLGtkcC…",1439583139370655760,['BitCoke']
1512588663146049537,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming #COVIDisAirborne places a burden…,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming <UNKTAG> places a burden…,1418898292566593551,['COVIDisAirborne']
1512588620078600196,65 % of active cybercriminal gangs use spear phishing as their favored method of delivery for ransomware. #Ransomware #Cyberattack #Cybersecurity,65 % of active cybercriminal gangs use spear phishing as their favored method of delivery for ransomware. <UNKTAG> <UNKTAG> <UNKTAG>,865531501764464641,"['Ransomware', 'Cyberattack', 'Cybersecurity']"
1512588610859679746,"Oh marvelous method of God, which cuts only to restore, which destroys only to retain, and diminishes only to enlarge. #Tertullian #Bible","Oh marvelous method of God, which cuts only to restore, which destroys only to retain, and diminishes only to enlarge. <UNKTAG> <UNKTAG>",761698258011824128,"['Tertullian', 'Bible']"
1512588512805240838,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming #COVIDisAirborne places a burden…,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming <UNKTAG> places a burden…,1332177734014001155,['COVIDisAirborne']
1512588436623880193,"RT @KiranKmt: #GodMorningSaturday

A complete guru performs religious practices according to the method mentioned in the sacred texts

Sant…","RT @KiranKmt: <UNKTAG>

A complete guru performs religious practices according to the method mentioned in the sacred texts

Sant…",1505122331714535427,['GodMorningSaturday']
1512588434615017472,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming #COVIDisAirborne places a burden…,RT @DrEricDing: Finally official acknowledgement that aerosols is the main method of transmission. Deeming <UNKTAG> places a burden…,1337363452218765312,['COVIDisAirborne']
1512589105741266951,"First one of the year, #Vancouver https://t.co/UCJMp80ULD","First one of the year, <UNKTAG> https://t.co/UCJMp80ULD",13509182,['Vancouver']
1512589062288207877,RT @katy_merrifield: Spectacular night. An incredible amount of support for @PierrePoilievre in Vancouver. #bcpoli #cdnpoli https://t.co/3X…,RT @katy_merrifield: Spectacular night. An incredible amount of support for @PierrePoilievre in Vancouver. <UNKTAG> <UNKTAG> https://t.co/3X…,1011102199756148737,"['bcpoli', 'cdnpoli']"
1512588993463873537,"RT @MickSweetman: B.C.'s weekly #COVID19 report shows hospital admissions and lines up with the @CDCofBC situation report, so I can add it…","RT @MickSweetman: B.C.'s weekly <UNKTAG> report shows hospital admissions and lines up with the @CDCofBC situation report, so I can add it…",1447922863,['COVID19']
1512588667776167941,"RT @RyanVoutilainen: The boundary that brought showers, gusty winds, hail, &amp; thunder to parts of Metro #Vancouver #BC &amp; #FraserValley can s…","RT @RyanVoutilainen: The boundary that brought showers, gusty winds, hail, &amp; thunder to parts of Metro <UNKTAG> <UNKTAG> &amp; <UNKTAG> can s…",4165864039,"['Vancouver', 'BC', 'FraserValley']"
1512588654178230272,"@hannah_tregidgo West Point Grey : the soul of self-entitlement.
They don't want to lose their views.
#Canadians in #Vancouver #BC #Canada agree that we sll have to loosen that grip because the city can't stay flat if it wants to grow... or retain workers who won't do a 4 hour commute to work.","@hannah_tregidgo West Point Grey : the soul of self-entitlement.
They don't want to lose their views.
<UNKTAG> in <UNKTAG> <UNKTAG> <UNKTAG> agree that we sll have to loosen that grip because the city can't stay flat if it wants to grow... or retain workers who won't do a 4 hour commute to work.",1432252165544824836,"['Canadians', 'Vancouver', 'BC', 'Canada']"
1512588604115234816,Inside #Vancouver's gorgeous new seafood and chophouse before it opens 🦞👀 https://t.co/eJJaVz0tom,Inside <UNKTAG>'s gorgeous new seafood and chophouse before it opens 🦞👀 https://t.co/eJJaVz0tom,19314850,['Vancouver']
1512588582820749315,RT @katy_merrifield: Spectacular night. An incredible amount of support for @PierrePoilievre in Vancouver. #bcpoli #cdnpoli https://t.co/3X…,RT @katy_merrifield: Spectacular night. An incredible amount of support for @PierrePoilievre in Vancouver. <UNKTAG> <UNKTAG> https://t.co/3X…,1332478258831495169,"['bcpoli', 'cdnpoli']"
1512588499484135426,"RT @investorsackai: SOLD AT LOSS in #ottawa #ontario. Such listings are growing day by day. #canada #housingcrash is not coming, it’s alrea…","RT @investorsackai: SOLD AT LOSS in <UNKTAG> <UNKTAG>. Such listings are growing day by day. <UNKTAG> <UNKTAG> is not coming, it’s alrea…",16835015,"['ottawa', 'ontario', 'canada', 'housingcrash']"
1512588205953990658,RT @katy_merrifield: Spectacular night. An incredible amount of support for @PierrePoilievre in Vancouver. #bcpoli #cdnpoli https://t.co/3X…,RT @katy_merrifield: Spectacular night. An incredible amount of support for @PierrePoilievre in Vancouver. <UNKTAG> <UNKTAG> https://t.co/3X…,1392698214,"['bcpoli', 'cdnpoli']"
1512588136089456644,RT @hqrodrigo: olivia rodrigo and conan gray performing ‘the one that got away’ by katy perry tonight in vancouver #SOURtour https://t.co/Z…,RT @hqrodrigo: olivia rodrigo and conan gray performing ‘the one that got away’ by katy perry tonight in vancouver <UNKTAG> https://t.co/Z…,732564045752979456,['SOURtour']
1512588132872605697,"Squamish Nation artist’s designs featured on new West Vancouver fire truck
#123INFO
https://t.co/dactlhNDWA","Squamish Nation artist’s designs featured on new West Vancouver fire truck
<UNKTAG>
https://t.co/dactlhNDWA",1473622511363543041,['123INFO']
1512587960545382402,RT @brookepigott: Vancouver crowd! #pierre4pm https://t.co/bZa8Vi7M9R,RT @brookepigott: Vancouver crowd! <UNKTAG> https://t.co/bZa8Vi7M9R,1060336591,['pierre4pm']
1512587754906939394,"RT @RyanVoutilainen: The boundary that brought showers, gusty winds, hail, &amp; thunder to parts of Metro #Vancouver #BC &amp; #FraserValley can s…","RT @RyanVoutilainen: The boundary that brought showers, gusty winds, hail, &amp; thunder to parts of Metro <UNKTAG> <UNKTAG> &amp; <UNKTAG> can s…",83036174,"['Vancouver', 'BC', 'FraserValley']"
1512587696966930437,"RT @Hutchyman: #vanre #vanpoli @JeanSwanson_ ""We figured, if you tax people with houses worth over $5 million 1% extra, and over $10 millio…","RT @Hutchyman: <UNKTAG> <UNKTAG> @JeanSwanson_ ""We figured, if you tax people with houses worth over $5 million 1% extra, and over $10 millio…",1475835662301646853,"['vanre', 'vanpoli']"
1512587562094837765,"🏒 San Jose Sharks (@SanJoseSharks) #SJSharks
🆚 Vancouver #Canucks #SJSvsVAN
‼️ Rare @JetTipNet arrival alert @yvrairport 
✈️ N732KA | KAI525 | B735
🛫 SJC - 1:48 pm PT
🛬 YVR - 3:36 pm PT
📡 Tracking: https://t.co/PI7ZSbq6El https://t.co/30z8gq401B","🏒 San Jose Sharks (@SanJoseSharks) <UNKTAG>
🆚 Vancouver <UNKTAG> <UNKTAG>
‼️ Rare @JetTipNet arrival alert @yvrairport 
✈️ N732KA | KAI525 | B735
🛫 SJC - 1:48 pm PT
🛬 YVR - 3:36 pm PT
📡 Tracking: https://t.co/PI7ZSbq6El https://t.co/30z8gq401B",889181092019830784,"['SJSharks', 'Canucks', 'SJSvsVAN']"
1512587519065427969,THE #BCHOMEHUNTER GROUP Another ecstatic #BCHH #homeseller  just in time for the weekend. What is your #home worth in the changing market? #Vancouver #YVR #Kitsilano #Yaletown #EastVan #Dunbar #PointGrey #Kerrisdale #Jericho #Marpole #Oakridge #CoalHarbour #VancouverHomeHunter https://t.co/TksVcvkq5E,THE <UNKTAG> GROUP Another ecstatic <UNKTAG> <UNKTAG>  just in time for the weekend. What is your <UNKTAG> worth in the changing market? <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG>HomeHunter https://t.co/TksVcvkq5E,517880113,"['BCHOMEHUNTER', 'BCHH', 'homeseller', 'home', 'Vancouver', 'YVR', 'Kitsilano', 'Yaletown', 'EastVan', 'Dunbar', 'PointGrey', 'Kerrisdale', 'Jericho', 'Marpole', 'Oakridge', 'CoalHarbour', 'VancouverHomeHunter']"
1512587466569502722,The combined (MSP-funded and private) #COVID19 test positivity rate in B.C. is also going up and was back to 7.5% as of April 2. #COVID19BC https://t.co/le3hzHpH6S https://t.co/4DgGnQidJG,The combined (MSP-funded and private) <UNKTAG> test positivity rate in B.C. is also going up and was back to 7.5% as of April 2. <UNKTAG>BC https://t.co/le3hzHpH6S https://t.co/4DgGnQidJG,16593816,"['COVID19', 'COVID19BC']"
1512588674206105606,"RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

#Kaeya #原神 https://t.co/qcP9kNVx3W","RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

<UNKTAG> <UNKTAG> https://t.co/qcP9kNVx3W",1336102741140144128,"['Kaeya', '原神']"
1512588410040590344,"RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

#Kaeya #原神 https://t.co/qcP9kNVx3W","RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

<UNKTAG> <UNKTAG> https://t.co/qcP9kNVx3W",86815062,"['Kaeya', '原神']"
1512588294575599623,"RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

#Kaeya #原神 https://t.co/qcP9kNVx3W","RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

<UNKTAG> <UNKTAG> https://t.co/qcP9kNVx3W",1402188107898839041,"['Kaeya', '原神']"
1512588207661191170,"sarcophagus mask #2 TOMB #3 :hashashin.
HD video (1920x1080)
wolcome to the valley of the kings. on the blockchain you are the representative of the crypto-civilization.
https://t.co/LMAthn9ODC
#nfts #nft #nftart #nftcommunity #nftcollector #nftartist https://t.co/HhNr0W93Gm","sarcophagus mask #2 TOMB #3 :hashashin.
HD video (1920x1080)
wolcome to the valley of the kings. on the blockchain you are the representative of the crypto-civilization.
https://t.co/LMAthn9ODC
<UNKTAG> <UNKTAG> <UNKTAG>art <UNKTAG>community <UNKTAG>collector <UNKTAG>artist https://t.co/HhNr0W93Gm",1455574091868606469,"['nfts', 'nft', 'nftart', 'nftcommunity', 'nftcollector', 'nftartist']"
1512587825086365696,"RT @PNPPenarrubia: Anti-Terrorism is a fight between Justice and evil, civilization and savagery.
#TeamPNP
#PNPKakampiMo
#ToServeandProtect…","RT @PNPPenarrubia: Anti-Terrorism is a fight between Justice and evil, civilization and savagery.
<UNKTAG>
<UNKTAG>
<UNKTAG>…",1448853288573550597,"['TeamPNP', 'PNPKakampiMo', 'ToServeandProtect']"
1512587742605156353,"RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

#Kaeya #原神 https://t.co/qcP9kNVx3W","RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

<UNKTAG> <UNKTAG> https://t.co/qcP9kNVx3W",752164457128820736,"['Kaeya', '原神']"
1512587606550327301,"RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

#Kaeya #原神 https://t.co/qcP9kNVx3W","RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

<UNKTAG> <UNKTAG> https://t.co/qcP9kNVx3W",970091954125012992,"['Kaeya', '原神']"
1512587552926035969,"RT @PNPPenarrubia: Anti-Terrorism is a fight between Justice and evil, civilization and savagery.
#TeamPNP
#PNPKakampiMo
#ToServeandProtect…","RT @PNPPenarrubia: Anti-Terrorism is a fight between Justice and evil, civilization and savagery.
<UNKTAG>
<UNKTAG>
<UNKTAG>…",1448837891036041217,"['TeamPNP', 'PNPKakampiMo', 'ToServeandProtect']"
1512587026629283843,"RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

#Kaeya #原神 https://t.co/qcP9kNVx3W","RT @khanji_han: Lost man, lost civilization

I just wanted to do a portrait of him for no reason…

<UNKTAG> <UNKTAG> https://t.co/qcP9kNVx3W",975402916918906881,"['Kaeya', '原神']"
1512587003853873157,"It's apparent Dems are a party of Manchurian candidates who have been corrupted &amp; brainwashed to destroy America &amp; civilization with obvious lies, denial, sexism, racism &amp; criminality beyond belief... #Tucker #msm #msnbc #cnn","It's apparent Dems are a party of Manchurian candidates who have been corrupted &amp; brainwashed to destroy America &amp; civilization with obvious lies, denial, sexism, racism &amp; criminality beyond belief... <UNKTAG> <UNKTAG> <UNKTAG> <UNKTAG>",468760543,"['Tucker', 'msm', 'msnbc', 'cnn']"
1512585930380611586,"sarcophagus mask #1 TOMB #3 :Tutankhamun 3.0
HD video (1920x1080)
wolcome to the valley of the kings. on the blockchain you are the representative of the crypto-civilization.
https://t.co/oA5FiJeQLl
#nfts #nft #nftart #nftcommunity #nftcollector #nftartist https://t.co/XPyAsG31L8","sarcophagus mask #1 TOMB #3 :Tutankhamun 3.0
HD video (1920x1080)
wolcome to the valley of the kings. on the blockchain you are the representative of the crypto-civilization.
https://t.co/oA5FiJeQLl
<UNKTAG> <UNKTAG> <UNKTAG>art <UNKTAG>community <UNKTAG>collector <UNKTAG>artist https://t.co/XPyAsG31L8",1455574091868606469,"['nfts', 'nft', 'nftart', 'nftcommunity', 'nftcollector', 'nftartist']"
1512589076347588612,"@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥#xrshib🦖

The upcoming 🌟 in the crypto sky! The #Shibainu of the #XRP ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/Orwm7z30VI","@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥<UNKTAG>🦖

The upcoming 🌟 in the crypto sky! The <UNKTAG> of the <UNKTAG> ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/Orwm7z30VI",1471453049965080577,"['xrshib', 'Shibainu', 'XRP']"
1512588828418187269,RT @Pastor1Shepherd: #ToEvangeliseChrist One huge reason is because of the pull this world has on us We have to be conscious of the decisio…,RT @Pastor1Shepherd: <UNKTAG> One huge reason is because of the pull this world has on us We have to be conscious of the decisio…,1397141268141051907,['ToEvangeliseChrist']
1512588638273552384,"RT @sadhgurudot: RT @eternal_vj: RT @Abishto0: #Idhayam certainly finds a place in our Idhayam (heart) for this conscious gesture ❤️ 

More…","RT @sadhgurudot: RT @eternal_vj: RT @Abishto0: <UNKTAG> certainly finds a place in our Idhayam (heart) for this conscious gesture ❤️ 

More…",801234173130375168,['Idhayam']
1512588562327244800,"RT @IndiaembFrance: On his 30 city, 30, 000 km journey through Europe to India, @SadhguruJV brings the message of #Savesoil and #conscious…","RT @IndiaembFrance: On his 30 city, 30, 000 km journey through Europe to India, @SadhguruJV brings the message of <UNKTAG> and <UNKTAG>…",1199264104126373889,"['Savesoil', 'conscious']"
1512587844623093766,"RT @IndiaembFrance: On his 30 city, 30, 000 km journey through Europe to India, @SadhguruJV brings the message of #Savesoil and #conscious…","RT @IndiaembFrance: On his 30 city, 30, 000 km journey through Europe to India, @SadhguruJV brings the message of <UNKTAG> and <UNKTAG>…",1485214682407649280,"['Savesoil', 'conscious']"
1512587822678478848,"RT @IndiaembFrance: On his 30 city, 30, 000 km journey through Europe to India, @SadhguruJV brings the message of #Savesoil and #conscious…","RT @IndiaembFrance: On his 30 city, 30, 000 km journey through Europe to India, @SadhguruJV brings the message of <UNKTAG> and <UNKTAG>…",1493464918669938689,"['Savesoil', 'conscious']"
1512587750062493700,"@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥#xrshib🦖

The upcoming 🌟 in the crypto sky! The #Shibainu of the #XRP ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/lyUrfloGQC","@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥<UNKTAG>🦖

The upcoming 🌟 in the crypto sky! The <UNKTAG> of the <UNKTAG> ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/lyUrfloGQC",1481886889078816768,"['xrshib', 'Shibainu', 'XRP']"
1512587679027773442,"@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥#xrshib🦖

The upcoming 🌟 in the crypto sky! The #Shibainu of the #XRP ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/8NzYNCzYmW","@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥<UNKTAG>🦖

The upcoming 🌟 in the crypto sky! The <UNKTAG> of the <UNKTAG> ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/8NzYNCzYmW",1472199280563666948,"['xrshib', 'Shibainu', 'XRP']"
1512587653241221122,"@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥#xrshib🦖

The upcoming 🌟 in the crypto sky! The #Shibainu of the #XRP ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/Y9GHs52RVf","@cryptogems555 Buying     Selling     Hodling
    ✅           ❌             ✅

🔥<UNKTAG>🦖

The upcoming 🌟 in the crypto sky! The <UNKTAG> of the <UNKTAG> ledger⚒

♦️lightning fast and environmentally conscious 🌲

▶️gas fees $0.000015 🌿
▶️transaction time 3 sec. ⚡️ https://t.co/Y9GHs52RVf",1471453049965080577,"['xrshib', 'Shibainu', 'XRP']"
1512587521104179200,Countries like Ghana is serving as a dumping ground for textile waste in the name of second-hand clothing. This is the effect of fast-fashion which is now an environmental issue. I’d be more conscious now not to buy from these fast-fashion brands. #NotoFastFashion,Countries like Ghana is serving as a dumping ground for textile waste in the name of second-hand clothing. This is the effect of fast-fashion which is now an environmental issue. I’d be more conscious now not to buy from these fast-fashion brands. <UNKTAG>,1059249968,['NotoFastFashion']
